Australian Bureau of Statistics

"2016 Census - Selected Dwelling Characteristics"
"SA1 by TEND Tenure Type"
"Counting: Dwellings Location on Census Night"

Filters:
"Default Summation","Dwellings Location on Census Night"

"TEND Tenure Type","Owned outright","Owned with a mortgage","Being purchased under a shared equity scheme","Rented","Being occupied rent-free","Being occupied under a life tenure scheme","Other tenure type","Not stated","Not applicable","Total",
"SA1",
"8111503",0,0,0,0,0,0,0,0,0,0,
"8103607",12,69,0,18,0,0,0,7,3,108,
"8103609",16,150,0,57,0,0,0,10,15,244,
"8103509",7,83,0,32,0,0,0,5,0,131,
"8113905",0,121,0,50,0,0,0,16,16,207,
"8113501",5,88,0,18,5,0,0,11,0,126,
"8100320",0,19,0,146,0,0,0,4,23,196,
"8113906",15,91,0,20,0,0,3,6,12,143,
"8103916",9,77,0,28,3,0,0,3,8,129,
"8103917",0,30,0,51,0,0,0,0,5,85,
"8101915",10,86,0,38,0,0,0,4,8,140,
"8104612",16,31,0,39,0,0,0,6,11,110,
"8110912",8,91,0,213,0,0,0,23,37,378,
"8112002",0,8,0,0,0,0,0,0,0,10,
"8100619",6,42,0,37,0,0,0,3,9,98,
"8100620",16,68,0,37,0,4,0,5,3,134,
"8113907",3,53,0,8,0,0,0,8,0,73,
"8109812",0,0,0,46,0,0,0,4,0,49,
"8103918",0,3,0,77,0,0,0,11,0,97,
"8109813",14,71,0,4,0,0,0,5,0,97,
"8103510",17,99,0,33,0,0,0,7,6,155,
"8103511",4,63,0,30,0,0,0,5,4,100,
"8103512",6,95,0,45,0,0,0,8,6,159,
"8103513",9,67,0,20,0,0,0,5,0,102,
"8103514",8,72,0,5,0,0,0,3,5,93,
"8103521",0,0,0,0,0,0,0,0,0,0,
"8103515",11,58,0,9,0,0,0,0,4,79,
"8103516",4,85,0,56,0,0,0,14,5,174,
"8103517",0,52,0,27,0,0,0,3,5,78,
"8103518",19,73,0,34,0,0,0,4,3,141,
"8103519",0,55,0,25,0,0,0,7,8,103,
"8111801",4,163,0,47,5,0,0,5,13,249,
"8103102",0,0,0,0,0,0,0,0,0,0,
"8103714",18,99,0,11,0,0,0,3,5,143,
"8103611",7,57,0,0,0,0,4,8,4,72,
"8103612",5,42,0,45,0,0,0,9,7,98,
"8103709",0,0,0,0,0,0,0,0,0,0,
"8103613",12,105,0,30,0,0,0,3,6,169,
"8103614",13,61,0,17,0,0,0,3,3,97,
"8103615",12,112,0,19,0,0,0,7,13,164,
"8103710",15,92,0,27,0,0,0,8,14,155,
"8103711",14,154,0,22,0,0,0,16,12,230,
"8103617",15,79,0,32,0,0,0,9,4,140,
"8103712",3,25,0,6,0,0,0,0,0,39,
"8103713",16,60,0,13,0,0,0,7,3,95,
"8111308",0,0,0,0,0,0,0,0,0,0,
"8104424",8,74,0,34,0,0,0,7,13,135,
"8101916",5,79,0,30,0,0,0,4,4,127,
"8113110",77,110,0,237,0,0,0,79,96,601,
"8113111",0,0,0,4,0,0,0,0,0,4,
"8101917",6,78,0,21,0,0,0,8,4,112,
"8101919",5,101,0,39,0,0,0,6,12,164,
"8104416",13,82,0,32,0,0,0,4,7,146,
"8104417",12,70,0,19,0,0,0,0,5,109,
"8104418",3,35,0,76,0,0,0,0,5,115,
"8104419",3,23,0,128,0,0,0,13,11,184,
"8104420",6,112,3,54,0,0,0,10,15,198,
"8104421",5,27,0,109,0,0,0,5,16,163,
"8113502",19,137,0,32,0,0,0,9,10,210,
"8104631",9,63,0,18,0,0,0,3,0,90,
"8104632",3,155,0,37,0,0,0,11,11,223,
"8113908",11,81,0,13,0,0,0,5,3,123,
"8113909",4,102,0,36,0,0,0,27,8,179,
"8113910",5,159,0,60,0,0,0,32,7,270,
"8113503",22,133,0,8,0,0,5,13,25,211,
"8113504",15,106,0,20,0,0,0,9,3,153,
"8104633",6,99,0,16,0,0,0,9,3,135,
"8112003",0,0,0,0,0,0,0,4,0,5,
"8106010",19,42,0,108,4,0,0,28,20,219,
"8104021",0,0,0,29,0,0,0,9,0,39,
"8104022",0,12,0,101,0,0,0,17,3,138,
"8104023",0,0,0,0,0,0,0,0,0,0,
"8111507",0,0,0,0,0,0,0,0,0,0,
"8105307",0,0,0,0,0,0,0,0,0,0,
"8105308",0,0,0,0,0,0,0,0,0,3,
"8106116",16,89,0,177,3,0,0,13,16,314,
"8103618",0,0,0,0,0,0,0,0,0,0,
"8107317",46,52,0,8,0,0,3,5,3,119,
"8108419",53,0,0,4,3,39,20,24,6,152,
"8103926",0,43,0,49,0,0,0,3,8,106,
"8103920",0,22,0,78,0,0,0,14,5,118,
"8103921",8,53,0,29,0,0,0,6,3,101,
"8112409",0,0,0,0,0,0,0,0,0,0,
"8104422",0,0,0,0,0,0,0,0,0,0,
"8101803",4,18,0,7,0,0,0,0,9,38,
"8108113",13,0,0,0,0,0,0,101,11,130,
"8104301",49,29,0,20,0,0,0,3,15,116,
"8112301",0,0,0,0,0,0,0,0,0,0,
"8104904",0,0,0,0,0,0,0,0,0,0,
"8107101",0,0,0,0,0,0,0,0,0,0,
"8107515",0,0,0,0,0,0,0,0,0,0,
"8100621",0,0,0,0,0,0,0,0,0,0,
"8103201",0,0,0,6,0,0,0,5,0,11,
"8111506",3,0,0,0,0,0,0,0,0,8,
"8114001",3,0,0,3,0,0,0,3,7,20,
"8113202",0,0,0,0,0,0,0,0,0,0,
"8113201",0,0,0,0,0,0,0,0,0,0,
"8108901",0,4,0,3,0,0,0,0,0,12,
"8114101",0,0,0,5,0,0,0,4,9,22,
"8101202",0,0,0,0,0,0,0,0,0,0,
"8109210",0,0,0,0,0,0,0,0,0,0,
"8111101",0,0,0,4,0,0,0,0,0,5,
"8111201",0,0,0,0,0,0,0,0,0,6,
"8104302",0,0,0,0,0,0,0,0,0,0,
"8113801",0,0,0,3,0,0,0,0,0,3,
"8111601",0,0,0,0,0,0,0,0,0,0,
"8114002",12,7,0,7,3,0,0,4,0,31,
"8113901",0,0,0,0,0,0,0,0,0,0,
"8111504",0,0,0,5,0,0,0,4,0,13,
"8114003",8,76,0,15,0,0,0,12,3,109,
"8111505",4,0,0,4,0,0,0,0,0,6,
"8112201",0,0,0,0,0,0,0,0,0,0,
"8101203",0,0,0,0,0,0,0,0,0,0,
"8114004",7,7,0,6,0,0,0,0,3,19,
"8112101",0,0,0,0,0,0,0,0,0,0,
"8111701",0,0,0,0,0,0,0,0,0,0,
"8111802",0,0,0,0,0,0,0,0,0,0,
"8113401",0,0,0,0,0,0,0,0,0,0,
"8113505",0,0,0,0,0,0,0,0,0,0,
"8113701",0,0,0,0,0,0,0,0,0,0,
"8113601",0,0,0,0,0,0,0,0,0,0,
"8112004",0,0,0,0,0,0,0,0,14,20,
"8979991",0,0,0,0,0,0,0,0,6,6,
"Total",38958,54975,121,45320,900,495,525,9408,12842,163539,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
