Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SA1 (UR) by RELP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"RELP - 1 Digit Level","Buddhism","Christianity","Hinduism","Islam","Judaism","Other Religions","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation","Inadequately described","Not stated","Total",
"8108111",12,175,6,0,0,0,127,8,10,342,
"8111304",0,9,0,0,0,0,3,0,0,12,
"8111306",0,0,0,0,0,0,0,0,0,0,
"8101602",0,96,6,3,0,6,55,0,19,176,
"8101606",7,248,9,3,0,3,202,4,29,506,
"8101615",8,206,7,10,0,0,165,3,42,452,
"8101613",25,176,3,44,0,7,132,3,24,416,
"8101612",16,224,7,12,0,0,174,3,68,504,
"8101616",22,266,6,0,0,9,162,4,36,505,
"8101603",19,226,3,3,0,4,161,0,48,480,
"8101610",6,149,5,0,0,0,69,0,16,240,
"8101605",4,190,8,25,0,4,126,10,16,382,
"8101604",16,186,3,7,0,0,163,4,26,410,
"8101614",11,229,10,5,0,5,136,0,26,422,
"8101619",3,229,5,0,0,0,171,0,27,440,
"8101608",0,0,0,0,0,0,0,0,0,0,
"8101618",6,191,9,4,0,0,141,0,39,393,
"8101607",3,143,0,0,0,0,97,0,17,253,
"8101601",17,191,12,4,0,0,162,3,38,426,
"8101617",15,221,0,10,0,3,137,8,16,411,
"8101609",14,226,7,10,0,3,154,0,30,453,
"8101611",3,155,22,10,0,4,178,0,22,393,
"8108240",0,95,0,0,0,0,83,4,23,203,
"8108219",0,272,7,13,0,3,173,0,45,522,
"8108235",4,287,9,9,0,7,207,0,59,579,
"8108203",17,222,11,3,0,4,174,3,58,493,
"8108207",3,252,0,0,0,0,202,14,33,508,
"8108226",8,210,0,6,0,5,156,0,25,416,
"8108214",4,136,0,0,0,3,62,0,14,220,
"8108225",8,117,0,5,0,5,111,0,32,281,
"8108217",3,182,3,0,0,3,159,4,32,379,
"8108211",4,175,6,6,0,0,114,5,20,330,
"8108210",3,245,0,4,0,5,186,0,27,476,
"8108209",0,123,0,6,0,0,111,0,15,261,
"8108241",4,231,0,5,0,3,140,4,43,423,
"8108215",13,228,4,19,0,8,178,9,38,497,
"8108204",7,183,6,0,0,0,109,4,22,335,
"8108213",3,249,10,3,0,6,240,6,32,547,
"8108227",6,180,0,0,0,6,135,0,37,360,
"8108220",5,179,0,0,0,3,192,4,38,418,
"8108228",0,91,0,4,0,0,73,0,24,190,
"8108230",0,174,0,0,0,0,111,3,28,312,
"8108229",4,257,0,6,0,0,191,0,34,496,
"8108224",3,250,3,0,0,0,157,0,27,447,
"8108233",0,110,4,11,0,0,105,0,30,263,
"8108201",4,145,3,0,0,0,96,0,33,287,
"8108238",10,193,0,0,0,0,128,0,20,356,
"8108232",12,191,13,0,0,0,95,3,21,336,
"8108212",4,153,0,0,0,0,177,3,39,381,
"8108218",0,144,0,8,0,8,135,0,40,334,
"8108236",0,314,5,0,0,5,188,8,57,579,
"8108202",5,121,0,0,0,0,82,0,15,220,
"8108222",4,166,0,6,0,6,163,7,35,388,
"8108231",3,162,4,7,0,0,133,0,26,334,
"8108223",12,139,0,3,0,0,84,0,28,268,
"8108208",0,97,0,5,0,0,84,0,33,222,
"8108221",5,150,8,6,0,0,112,0,34,321,
"8108237",0,285,8,4,0,0,108,0,25,424,
"8108216",0,179,0,6,0,3,139,0,35,369,
"8108234",0,138,4,7,0,0,93,0,21,258,
"8108205",3,128,0,4,0,10,98,3,34,279,
"8108239",0,157,0,0,0,0,131,0,18,310,
"8108206",0,151,8,4,0,0,100,0,21,281,
"8113103",6,234,8,3,0,0,334,3,56,654,
"8113102",6,132,7,4,3,0,77,0,25,256,
"8113105",13,262,11,4,4,3,374,8,73,751,
"8113107",3,169,3,0,3,9,188,0,28,405,
"8113104",4,81,5,0,0,0,59,3,8,165,
"8113108",7,172,10,4,4,8,204,9,33,452,
"8113106",0,0,0,0,0,0,0,0,0,0,
"8113109",3,158,9,14,5,3,212,5,63,473,
"8101709",7,146,5,0,0,0,114,0,36,304,
"8101707",5,247,0,3,0,0,156,8,48,466,
"8101708",3,90,0,11,0,4,57,0,13,181,
"8101703",10,263,0,7,0,6,247,0,37,568,
"8101705",7,143,10,14,0,0,148,0,33,361,
"8101706",5,327,0,13,0,0,191,4,46,587,
"8101702",14,241,3,10,0,0,199,4,51,521,
"8101704",0,214,10,0,0,9,81,0,21,337,
"8101701",0,147,6,5,0,0,122,0,20,305,
"8105705",36,227,3,13,5,0,129,0,60,482,
"8105704",24,127,5,9,0,3,101,0,46,306,
"8105703",15,138,0,0,0,0,97,3,28,284,
"8105709",50,102,15,19,0,8,175,8,60,432,
"8105702",12,111,12,4,0,0,103,3,23,267,
"8105708",15,117,0,6,3,3,243,8,41,443,
"8105714",4,88,0,4,0,0,156,0,18,274,
"8105706",15,222,3,11,0,0,158,0,82,493,
"8105715",7,69,16,0,0,9,121,0,21,236,
"8105711",49,196,41,11,0,9,451,5,96,857,
"8105713",11,112,0,0,0,0,168,6,25,321,
"8105712",18,101,13,12,0,7,150,0,38,343,
"8105701",3,177,6,13,0,0,141,0,38,379,
"8110505",5,196,0,0,0,0,129,14,23,373,
"8110507",32,243,33,26,0,22,186,4,107,651,
"8110503",15,137,29,14,0,13,115,0,41,369,
"8110506",3,222,15,25,0,7,182,8,33,494,
"8110502",12,252,11,10,3,10,207,5,87,594,
"8110501",0,0,0,0,0,0,0,0,0,0,
"8110504",20,280,13,18,0,3,205,8,62,609,
"8102105",29,357,10,29,0,16,225,4,48,724,
"8102102",18,241,11,11,0,8,83,0,25,387,
"8102103",14,258,11,9,3,5,178,0,76,553,
"8102101",10,340,4,3,0,4,177,0,63,599,
"8102104",14,274,5,3,0,0,152,0,17,476,
"8101802",0,0,0,0,0,0,0,0,0,0,
"8108301",7,282,10,0,0,0,186,5,42,522,
"8108303",9,297,0,7,0,5,116,0,39,477,
"8108302",0,263,4,3,0,0,138,0,18,429,
"8101906",4,145,0,0,0,0,98,0,24,274,
"8101909",0,189,0,16,0,3,178,0,31,409,
"8101908",3,232,0,0,0,3,223,0,41,507,
"8101912",3,185,5,3,0,0,120,0,20,335,
"8101907",0,317,0,5,0,0,196,8,19,549,
"8101910",0,208,0,0,0,6,140,0,18,374,
"8101913",4,200,0,3,0,9,122,5,42,384,
"8101911",4,255,6,6,0,0,142,3,31,440,
"8102006",10,125,6,10,0,9,132,3,22,316,
"8102007",21,112,4,0,0,4,138,5,28,311,
"8102008",14,161,15,18,3,6,162,3,26,407,
"8102003",22,103,0,16,0,3,106,0,21,272,
"8102001",8,139,3,0,0,0,120,5,11,284,
"8102005",10,170,19,15,0,9,175,9,54,458,
"8102002",13,126,3,10,4,5,165,4,43,373,
"8102004",0,120,0,13,0,0,118,0,20,277,
"8111401",0,31,3,0,0,0,48,0,15,100,
"8110607",0,255,11,0,4,0,156,0,39,470,
"8110602",12,275,15,35,0,4,164,4,27,540,
"8110601",21,250,18,16,0,0,178,0,41,521,
"8110603",13,239,14,3,0,7,162,8,26,476,
"8110604",10,97,9,23,0,6,88,0,18,259,
"8110605",27,144,85,22,4,63,131,0,63,542,
"8110606",5,252,12,0,0,0,156,0,20,448,
"8102205",17,280,0,8,0,4,212,0,48,564,
"8102207",6,266,4,3,0,5,173,4,38,492,
"8102208",4,165,3,0,0,0,91,0,21,282,
"8102201",0,106,0,0,0,0,75,0,31,217,
"8102204",7,221,11,22,0,9,196,5,28,497,
"8102202",0,146,0,0,0,0,116,0,26,295,
"8102206",0,181,0,8,0,4,119,0,27,342,
"8102203",3,240,0,8,0,6,166,0,26,461,
"8104503",0,0,0,0,0,0,0,0,0,0,
"8104504",0,0,0,0,0,0,0,0,0,3,
"8108405",10,235,3,8,0,17,90,0,24,395,
"8108404",7,144,17,34,0,3,121,4,24,350,
"8108410",14,142,15,10,0,4,74,0,12,272,
"8108414",11,125,5,3,0,0,76,3,19,244,
"8108406",7,154,4,10,0,0,75,0,10,254,
"8108415",4,191,6,4,0,0,120,4,39,367,
"8108417",5,200,7,9,0,0,85,0,43,349,
"8108413",3,119,0,8,6,0,79,0,13,227,
"8108408",3,200,9,24,0,0,111,0,11,364,
"8108418",0,125,0,21,0,0,67,0,21,240,
"8108401",6,125,0,0,0,0,60,0,12,204,
"8108412",6,218,14,8,0,0,124,0,22,394,
"8108407",11,157,0,0,0,0,79,3,23,274,
"8108411",10,208,17,9,0,0,110,0,7,364,
"8108403",4,176,4,0,0,0,102,0,15,301,
"8108402",0,131,0,4,0,0,77,0,11,229,
"8108420",0,0,0,0,0,0,0,0,0,0,
"8106708",5,159,4,4,10,3,206,3,18,412,
"8106709",0,123,0,7,0,5,108,0,30,275,
"8106712",8,125,11,5,0,3,184,4,49,383,
"8106710",9,119,12,7,0,0,142,0,30,322,
"8106701",8,142,0,7,0,0,161,0,41,364,
"8106714",0,114,8,0,0,7,122,0,24,267,
"8106716",0,134,0,0,0,0,72,0,16,235,
"8106707",10,104,8,12,0,7,92,0,40,275,
"8106719",3,181,14,20,0,3,167,0,18,414,
"8106713",0,171,13,0,0,0,124,0,27,335,
"8106718",0,92,0,0,0,0,14,0,142,260,
"8106715",3,154,4,6,0,0,167,3,49,389,
"8106703",13,131,10,0,0,0,104,3,16,279,
"8106704",10,149,3,8,0,0,114,4,51,335,
"8106706",4,165,9,21,0,10,165,8,34,421,
"8106705",18,125,10,11,0,4,149,7,36,356,
"8106702",3,117,0,0,0,3,106,0,40,272,
"8106717",6,140,7,19,0,0,152,0,47,383,
"8104628",18,144,0,27,0,4,145,0,18,356,
"8104636",7,127,12,4,0,9,132,0,24,316,
"8104637",14,140,3,16,0,3,105,0,31,316,
"8104617",6,255,5,9,0,4,174,5,55,510,
"8104605",0,96,10,8,0,7,113,7,14,259,
"8104618",6,181,0,3,0,6,157,0,31,384,
"8104622",9,176,13,11,0,3,115,0,26,353,
"8104613",13,197,10,14,0,7,131,3,29,402,
"8104630",12,140,10,6,0,0,120,0,30,317,
"8104616",0,89,6,9,0,4,73,0,38,212,
"8104602",0,148,14,19,0,10,181,0,52,433,
"8104625",10,209,3,8,0,3,159,0,31,423,
"8104604",11,140,6,12,0,5,86,0,6,275,
"8104606",10,139,6,0,0,4,146,5,38,352,
"8104626",18,145,14,23,0,0,109,4,33,340,
"8104635",0,107,24,10,0,0,108,0,27,276,
"8104609",12,142,3,3,0,7,72,4,50,290,
"8104634",4,134,19,9,0,6,131,0,27,329,
"8104601",6,123,5,14,6,0,71,4,18,241,
"8104619",8,155,4,9,0,5,119,0,22,327,
"8104620",18,124,4,12,0,0,130,0,27,316,
"8104627",5,171,14,12,0,12,134,5,35,380,
"8104623",22,233,3,12,0,0,185,9,56,512,
"8104621",17,164,9,0,0,0,134,3,32,362,
"8104614",21,178,7,0,0,7,88,0,14,304,
"8104603",3,155,3,0,0,0,73,0,16,249,
"8104607",20,110,0,9,0,0,77,5,9,224,
"8104629",0,28,0,0,0,0,6,0,0,37,
"8104624",0,0,0,0,0,0,0,0,0,0,
"8104719",14,248,11,0,0,0,117,0,27,421,
"8104715",17,158,5,5,0,0,86,0,21,297,
"8104716",17,269,10,19,0,0,90,0,25,429,
"8104711",4,272,8,9,0,0,143,9,56,493,
"8104706",15,182,8,0,0,8,106,5,33,355,
"8104710",26,265,10,9,0,0,112,0,17,434,
"8104703",14,277,16,12,0,0,133,0,25,476,
"8104707",3,102,0,0,0,0,73,0,9,192,
"8104717",4,304,16,21,0,3,126,0,40,525,
"8104702",7,200,0,6,0,5,119,5,37,378,
"8104718",20,306,9,0,0,0,100,0,66,506,
"8104708",14,148,12,22,0,0,120,0,22,338,
"8104709",10,147,12,7,0,0,76,0,34,289,
"8104713",13,249,13,8,0,10,122,5,37,450,
"8104712",18,134,7,13,0,0,82,0,38,296,
"8104701",7,179,3,0,0,5,71,0,34,308,
"8104704",3,136,0,0,0,0,78,4,17,236,
"8104705",11,266,4,0,0,14,129,0,13,440,
"8111301",0,96,0,12,0,0,91,0,47,249,
"8105807",4,193,0,7,8,4,302,3,41,561,
"8105812",16,128,7,8,0,0,209,0,14,382,
"8105811",8,172,3,3,0,0,248,0,80,508,
"8105808",9,170,7,13,0,7,286,5,24,516,
"8105809",4,134,0,0,0,10,165,0,33,339,
"8105802",16,145,3,0,0,6,264,3,25,474,
"8105814",0,9,0,0,0,0,0,0,0,9,
"8105806",23,96,6,7,0,3,137,4,35,306,
"8105804",5,116,0,10,0,0,150,0,36,322,
"8105803",27,138,0,16,0,0,195,0,24,409,
"8105813",22,157,9,11,7,6,298,0,50,557,
"8105801",14,167,0,0,0,0,301,9,45,542,
"8105805",6,78,5,0,0,0,149,0,8,252,
"8105810",13,84,7,0,5,4,165,5,28,303,
"8110702",16,355,47,32,0,7,133,7,54,648,
"8110701",3,190,14,13,0,0,71,0,46,342,
"8108603",11,235,6,11,7,3,144,3,31,439,
"8108601",6,169,7,8,0,0,93,0,24,312,
"8108602",0,143,0,0,0,0,72,0,30,252,
"8108605",20,253,4,3,0,4,151,0,28,458,
"8108604",4,145,0,0,0,0,72,0,5,231,
"8102301",19,206,6,14,0,0,211,5,32,490,
"8102303",10,202,10,36,0,7,194,0,47,510,
"8102307",3,377,8,0,0,3,128,4,66,580,
"8102305",7,155,3,9,0,13,113,9,18,329,
"8102306",9,157,11,19,0,6,107,6,20,335,
"8102304",11,237,12,19,0,0,169,4,53,507,
"8102302",10,116,8,5,0,0,115,0,13,268,
"8104813",9,145,6,21,0,0,87,0,22,294,
"8104801",4,186,19,0,0,6,106,7,13,340,
"8104808",33,194,9,10,0,3,109,0,16,381,
"8104803",8,133,14,10,0,0,108,0,24,302,
"8104809",50,219,3,11,0,3,145,4,29,470,
"8104802",14,249,15,27,0,0,165,3,28,510,
"8104814",19,259,20,14,3,0,181,7,44,536,
"8104811",11,173,6,0,0,4,122,0,23,337,
"8104810",7,194,10,9,0,0,82,5,12,316,
"8104805",16,206,10,34,0,6,200,4,49,507,
"8104804",21,140,20,28,0,7,119,0,38,370,
"8104807",8,169,11,3,0,5,88,0,37,326,
"8104806",12,160,0,15,0,3,89,4,24,313,
"8104812",32,199,14,23,0,6,187,5,42,519,
"8112601",0,0,0,0,0,0,0,0,0,0,
"8106801",0,0,0,0,0,0,0,0,5,4,
"8110806",3,241,0,0,0,7,93,0,28,377,
"8110802",0,136,4,4,0,0,58,4,24,225,
"8110807",9,298,22,20,0,9,160,0,29,544,
"8110804",0,257,13,11,0,0,133,0,64,473,
"8110801",0,0,0,0,0,0,0,0,0,0,
"8110805",3,210,0,0,0,3,154,9,40,416,
"8110803",4,300,16,3,0,11,162,0,52,541,
"8110904",0,0,0,0,0,0,0,0,0,0,
"8110908",26,188,22,14,0,6,69,3,71,395,
"8110907",8,175,14,17,0,8,81,4,22,328,
"8110906",33,219,26,13,0,17,107,0,31,444,
"8110910",21,169,12,14,0,0,148,4,43,417,
"8110911",0,0,0,0,0,0,0,0,0,0,
"8110903",0,4,0,0,0,0,0,0,0,4,
"8110905",6,103,16,12,0,0,74,4,47,258,
"8110914",0,0,0,0,0,0,0,0,0,7,
"8110901",11,96,10,8,0,4,78,0,41,252,
"8110913",3,105,7,3,0,0,83,0,31,229,
"8106909",0,216,7,3,0,0,112,0,16,353,
"8106903",9,170,11,4,0,0,141,0,29,359,
"8106902",3,159,4,8,0,0,86,3,35,290,
"8106904",10,127,6,14,0,0,115,3,82,358,
"8106906",12,260,11,14,0,0,233,6,60,588,
"8106905",8,264,22,23,0,0,202,0,58,586,
"8106907",11,190,3,0,0,4,99,4,25,335,
"8106901",0,169,0,3,4,3,106,3,17,306,
"8106908",0,0,0,0,0,0,0,0,0,0,
"8112704",3,124,0,0,3,0,121,0,29,277,
"8112703",9,198,5,11,0,0,198,4,36,462,
"8112701",11,113,3,7,0,3,132,4,72,343,
"8112702",34,147,11,25,0,4,246,5,85,550,
"8108703",4,315,9,3,0,0,230,0,31,594,
"8108701",6,220,3,15,0,0,159,3,25,429,
"8108707",6,128,0,13,0,5,101,0,24,280,
"8108704",3,120,0,8,0,0,104,5,18,260,
"8108706",7,337,4,7,0,9,190,3,33,591,
"8108705",6,252,0,7,0,0,158,5,43,471,
"8108702",0,182,0,14,0,0,147,5,26,380,
"8109501",0,110,0,0,0,0,108,0,33,255,
"8109508",19,218,3,4,0,0,207,8,36,490,
"8109502",6,146,3,0,0,0,155,0,22,334,
"8109504",7,180,5,0,0,3,127,0,41,363,
"8109505",20,211,7,6,0,3,175,0,41,461,
"8109507",0,173,5,5,0,3,159,3,25,378,
"8109506",5,114,0,0,0,4,149,3,24,307,
"8109509",4,189,4,0,0,0,122,0,26,342,
"8109503",0,91,0,7,4,3,118,0,25,250,
"8112801",0,0,0,0,0,0,0,0,0,0,
"8102406",11,169,9,3,0,6,156,0,43,404,
"8102405",0,118,13,5,0,0,113,0,21,276,
"8102407",14,87,10,17,0,10,130,4,38,302,
"8102408",14,208,20,20,0,4,210,3,32,519,
"8102402",13,236,7,17,0,3,217,6,49,553,
"8102401",7,92,0,5,0,0,102,3,34,248,
"8102404",0,106,5,12,0,3,113,0,22,258,
"8102403",11,170,0,14,0,0,165,3,14,375,
"8102504",8,268,3,11,0,3,193,0,48,543,
"8102501",0,164,0,7,0,0,112,0,30,320,
"8102506",9,298,0,3,0,0,173,0,49,546,
"8102502",5,238,0,10,0,0,152,0,27,424,
"8102503",11,243,0,3,0,0,193,3,19,479,
"8102505",6,128,0,0,0,0,123,3,15,273,
"8109603",23,282,7,6,0,5,192,6,46,566,
"8109604",3,275,3,0,0,7,153,0,76,516,
"8109605",5,171,4,5,0,3,113,0,24,325,
"8109601",0,204,9,13,0,0,97,5,49,381,
"8109602",3,178,6,0,0,0,121,0,31,343,
"8111302",3,135,0,0,0,0,64,0,73,278,
"8111307",0,113,0,0,0,0,72,0,29,223,
"8111305",0,6,0,0,0,0,8,0,17,41,
"8111309",0,13,0,0,0,0,9,0,3,21,
"8108804",7,218,3,3,0,10,141,0,19,410,
"8108808",9,184,0,4,0,7,104,4,21,326,
"8108807",18,215,4,6,0,0,176,5,39,462,
"8108806",12,193,0,0,0,0,89,0,10,307,
"8108801",0,262,0,11,0,3,178,6,42,504,
"8108810",3,97,9,4,0,0,85,0,4,207,
"8108803",12,217,11,4,0,0,113,0,24,380,
"8108802",0,155,0,0,4,0,108,0,25,288,
"8108809",11,312,0,8,0,0,173,7,51,563,
"8108805",5,154,11,9,0,6,142,0,32,350,
"8111002",12,202,27,15,0,0,174,0,27,456,
"8111003",0,150,0,5,0,0,91,0,9,250,
"8111005",5,169,6,4,0,0,85,0,20,290,
"8111006",0,180,0,3,0,0,103,0,19,303,
"8111001",10,247,7,13,0,3,179,4,29,488,
"8111004",4,237,17,12,0,7,119,0,28,415,
"8108501",0,0,0,0,0,0,0,0,0,0,
"8106006",4,155,6,22,0,7,220,7,27,442,
"8106013",6,19,4,4,0,0,87,4,23,143,
"8106012",9,114,7,10,0,6,228,0,76,445,
"8106003",13,169,13,8,3,5,299,6,55,564,
"8106007",8,116,4,0,0,0,164,0,34,336,
"8106002",24,208,18,36,3,5,350,5,115,754,
"8106011",3,65,3,0,0,0,157,0,32,256,
"8106009",34,51,36,17,0,0,61,3,51,248,
"8109005",9,199,5,8,0,3,120,4,24,371,
"8109019",6,264,3,4,5,0,182,3,37,502,
"8109011",7,267,0,20,0,0,150,0,27,472,
"8109014",19,269,3,10,0,4,151,3,32,491,
"8109018",0,184,0,4,0,4,130,8,18,347,
"8109003",9,269,0,4,0,0,162,3,26,468,
"8109010",5,272,0,4,0,3,188,0,56,526,
"8109007",22,194,26,19,0,12,130,7,42,437,
"8109013",8,165,0,0,0,9,91,3,33,307,
"8109008",10,245,0,6,0,0,177,6,27,467,
"8109016",9,239,0,10,8,10,168,7,41,491,
"8109015",0,152,6,3,0,0,112,0,25,309,
"8109009",5,137,0,0,0,0,142,4,24,316,
"8109006",10,193,3,3,0,0,108,5,33,350,
"8109020",5,125,3,10,0,0,127,0,20,301,
"8109017",5,74,5,3,0,0,61,4,23,179,
"8109002",0,73,0,0,0,0,71,0,17,160,
"8109001",3,86,0,3,0,6,92,0,21,212,
"8109012",0,152,0,10,0,9,77,6,20,265,
"8109004",9,301,4,13,0,8,170,4,33,546,
"8109707",6,215,4,0,0,0,154,9,20,409,
"8109702",0,207,0,0,3,4,146,3,31,401,
"8109701",6,261,3,7,0,0,146,5,48,485,
"8109703",5,170,0,14,0,0,201,0,31,416,
"8109705",3,81,4,13,0,3,69,3,31,214,
"8109706",0,167,0,0,0,3,115,0,30,320,
"8109708",4,182,3,12,0,6,127,0,40,383,
"8106108",44,152,10,10,0,7,244,0,32,500,
"8106107",22,155,8,5,4,0,121,3,19,330,
"8106101",13,140,0,7,3,0,209,5,52,436,
"8106109",0,145,0,0,0,4,217,4,25,406,
"8106112",13,98,0,7,0,0,156,3,30,314,
"8106103",0,180,9,4,5,0,175,3,35,418,
"8106114",12,163,45,17,4,6,258,4,58,568,
"8106113",0,75,12,13,4,0,160,0,32,300,
"8106118",0,3,0,0,0,0,3,0,0,4,
"8106115",3,143,0,6,0,9,103,0,31,296,
"8106110",0,135,0,5,0,0,181,0,32,358,
"8106102",14,140,0,0,0,0,157,4,20,343,
"8106111",0,109,0,0,6,0,175,0,28,321,
"8106106",4,63,7,0,0,0,135,7,20,243,
"8106119",16,155,15,0,0,0,200,3,42,434,
"8106117",0,0,0,0,0,0,0,0,0,0,
"8102607",4,139,13,20,0,3,217,6,30,427,
"8102606",7,280,6,7,0,3,214,0,25,547,
"8102601",0,169,0,0,0,0,122,4,12,307,
"8102603",11,187,6,3,0,0,144,0,31,381,
"8102602",0,95,0,11,0,0,86,0,6,204,
"8102605",0,123,3,3,0,6,90,0,20,230,
"8102604",13,223,5,8,4,0,199,0,31,472,
"8109814",4,172,0,7,0,0,194,0,17,401,
"8109810",8,80,0,0,0,0,63,0,15,170,
"8109808",3,245,13,7,0,0,137,0,24,433,
"8109807",6,172,3,0,0,0,94,3,108,389,
"8109809",0,248,0,3,0,3,214,0,30,497,
"8109804",0,105,0,0,0,0,120,0,22,244,
"8109801",5,193,0,7,0,0,129,0,32,380,
"8109806",3,130,4,6,0,4,112,0,42,299,
"8109802",7,139,3,5,0,3,142,0,22,319,
"8113301",0,0,0,0,0,0,4,0,0,4,
"8107004",5,165,0,0,0,0,82,3,31,287,
"8107001",6,161,3,0,0,0,72,0,40,290,
"8107005",0,227,10,9,0,0,132,0,42,418,
"8107007",11,201,6,18,0,0,181,5,36,466,
"8107008",3,122,0,0,0,0,92,0,25,249,
"8107003",0,214,9,0,0,3,178,0,32,438,
"8107006",9,141,9,4,0,0,124,0,13,297,
"8107002",10,188,6,6,5,3,169,8,53,449,
"8106008",21,86,17,22,0,6,232,8,117,509,
"8105305",16,70,5,0,0,5,264,4,42,414,
"8108010",0,0,0,0,0,0,0,0,0,0,
"8103909",7,117,39,13,0,3,111,0,29,316,
"8103915",27,88,41,18,0,5,88,0,40,315,
"8104415",12,122,43,11,0,0,108,0,26,317,
"8104426",34,164,51,26,0,9,193,0,52,521,
"8104410",3,26,18,13,0,12,99,0,13,185,
"8104414",13,96,23,8,0,0,97,0,12,252,
"8104714",0,0,0,0,0,0,0,0,0,0,
"8101904",22,158,33,39,0,11,156,9,27,450,
"8101905",27,222,16,33,0,19,177,0,39,529,
"8101918",9,136,4,13,0,15,85,3,22,284,
"8101902",35,267,33,24,0,18,223,5,37,635,
"8101914",11,115,13,17,0,0,83,4,22,266,
"8107514",0,0,0,0,0,0,0,0,0,0,
"8100622",0,168,0,32,0,0,84,0,23,309,
"8103506",10,199,37,22,0,4,108,0,25,399,
"8103501",8,141,50,14,0,13,62,0,16,311,
"8103505",16,128,23,23,0,9,91,4,28,327,
"8103520",9,124,47,33,0,0,72,0,19,311,
"8103522",16,143,18,20,0,6,133,0,26,362,
"8103815",13,212,38,7,0,10,105,0,17,401,
"8103809",20,190,11,0,0,0,73,5,29,323,
"8103807",8,146,34,17,0,7,83,0,7,296,
"8103804",5,245,13,12,0,0,130,0,34,437,
"8103806",5,181,3,10,0,0,73,3,12,285,
"8103813",12,137,26,21,0,16,102,0,33,348,
"8103808",26,154,15,13,0,6,163,0,29,408,
"8103814",6,165,16,7,0,5,96,0,45,342,
"8103810",13,164,24,11,0,5,109,0,19,353,
"8103811",0,142,22,0,0,4,79,0,12,267,
"8103604",11,181,32,18,0,15,159,0,57,468,
"8103610",5,146,9,3,0,8,109,3,17,301,
"8103608",11,276,32,26,0,0,185,6,36,581,
"8103601",19,260,29,29,0,6,149,5,22,518,
"8103616",11,282,8,29,0,0,174,0,24,532,
"8111501",0,0,0,0,0,0,0,0,0,0,
"8111502",3,60,0,0,0,0,38,0,19,120,
"8103805",6,197,20,0,0,0,120,3,8,352,
"8113101",4,145,0,4,0,0,167,0,52,375,
"8104027",0,66,33,9,0,8,59,3,30,206,
"8112001",0,28,7,3,0,4,6,0,4,47,
"8105301",9,190,3,20,4,0,344,4,147,724,
"8107314",3,152,0,0,0,8,93,0,8,268,
"8105113",16,81,0,6,0,0,147,5,31,280,
"8103910",23,108,23,22,0,7,179,0,29,396,
"8100215",0,0,0,0,0,0,0,0,0,0,
"8103911",4,59,13,0,0,4,85,0,14,189,
"8100206",54,337,139,73,0,16,749,23,172,1566,
"8103705",9,89,3,4,0,0,56,0,13,182,
"8113006",0,0,0,0,0,0,0,0,0,0,
"8103913",5,41,20,0,0,10,69,3,13,157,
"8103507",11,125,55,49,0,7,120,3,28,399,
"8103508",4,158,45,22,0,20,71,5,30,346,
"8105306",9,91,10,5,0,3,100,0,57,282,
"8108409",10,150,8,0,0,12,53,3,11,252,
"8103812",18,235,26,22,0,3,161,4,27,496,
"8103605",4,124,3,0,0,0,76,0,24,235,
"8113902",10,142,25,23,0,4,135,4,15,369,
"8113903",3,89,11,9,0,5,94,0,28,252,
"8103606",6,131,21,3,0,9,118,4,30,328,
"8113904",0,0,0,0,0,0,0,0,0,0,
"8109811",0,0,0,0,0,0,0,0,0,0,
"8109402",0,0,0,0,0,0,0,0,0,0,
"8101804",0,15,12,10,0,0,4,0,3,46,
"8111503",0,0,0,0,0,0,0,0,0,0,
"8103607",3,143,9,14,0,4,90,0,36,300,
"8103609",33,219,73,46,0,10,148,3,38,569,
"8103509",5,162,45,60,0,18,118,0,23,438,
"8113905",9,148,28,8,0,6,147,5,51,401,
"8113501",9,129,17,12,0,12,79,3,23,287,
"8100320",3,172,13,12,0,5,163,0,24,389,
"8113906",18,187,21,12,0,10,144,3,18,406,
"8103916",19,88,39,16,0,13,166,0,20,358,
"8103917",15,37,23,26,0,5,61,0,4,172,
"8101915",3,137,24,20,0,4,127,0,15,336,
"8104612",9,90,7,0,0,9,81,0,29,219,
"8110912",21,219,51,20,3,8,228,4,58,609,
"8112002",0,7,0,5,0,10,5,0,3,29,
"8100619",0,73,15,17,0,9,84,0,10,197,
"8100620",18,221,24,3,0,0,129,0,25,421,
"8113907",4,67,3,16,0,15,62,0,21,195,
"8109812",7,44,7,38,0,0,16,0,11,122,
"8103918",6,59,13,9,0,0,62,0,17,169,
"8109813",14,156,18,28,0,8,89,0,17,323,
"8103510",25,242,44,49,0,6,99,0,54,530,
"8103511",8,144,32,16,0,8,91,0,26,329,
"8103512",12,222,52,71,0,12,127,0,58,557,
"8103513",4,156,33,25,0,23,78,0,21,339,
"8103514",14,145,22,9,0,13,73,0,30,304,
"8103521",0,0,0,0,0,0,0,0,0,0,
"8103515",11,137,30,25,0,4,76,0,6,289,
"8103516",28,184,55,58,0,16,125,0,59,522,
"8103517",13,102,17,25,0,8,52,0,17,238,
"8103518",3,193,47,25,0,18,118,0,23,433,
"8103519",5,120,45,29,0,12,69,4,18,298,
