Australian Bureau of Statistics

"2016 Census - Internal Migration"
"SA1 (UR) by STATE (5YR)"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"STATE (5YR)","New South Wales","Victoria","Queensland","South Australia","Western Australia","Tasmania","Northern Territory","Australian Capital Territory","Other Territories","Overseas","Not stated","Not applicable","Total",
"8104401",50,0,26,0,6,0,0,365,0,69,23,55,601,
"8104402",60,7,7,0,6,7,4,379,0,46,31,49,596,
"8104412",10,3,0,0,0,0,0,205,0,16,3,25,267,
"8104423",20,9,4,7,9,0,6,222,0,18,7,38,330,
"8111901",0,0,0,0,0,0,0,3,0,0,0,0,10,
"8103927",71,13,11,4,0,0,0,286,0,47,20,51,508,
"8103907",10,0,12,0,0,0,9,142,0,24,10,23,241,
"8103922",40,20,15,5,0,0,7,232,0,32,15,42,409,
"8103912",31,13,18,0,0,0,0,233,0,35,16,30,371,
"8103924",30,20,22,0,0,0,0,230,0,37,11,51,405,
"8103923",24,12,5,0,4,0,0,318,0,61,20,49,494,
"8103908",26,0,9,4,0,0,0,102,0,39,20,23,225,
"8103925",26,8,16,7,4,0,0,248,0,30,18,44,396,
"8103919",21,6,3,0,0,0,0,145,0,36,0,24,236,
"8103914",33,8,4,8,0,0,0,285,0,78,20,59,486,
"8103708",42,14,26,0,4,3,9,278,0,35,18,71,507,
"8104502",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103703",44,13,14,8,0,0,0,221,0,55,20,60,431,
"8103707",52,7,10,7,0,0,3,150,0,32,14,37,308,
"8103702",43,9,14,3,0,0,8,183,0,31,18,47,350,
"8103704",47,10,27,6,14,0,0,270,0,18,14,61,477,
"8103706",30,4,3,11,3,0,3,171,0,34,8,42,304,
"8105604",13,7,10,0,3,4,0,321,0,9,22,28,427,
"8105602",37,6,6,0,0,0,0,409,0,18,43,42,560,
"8105606",0,7,4,5,0,0,0,155,0,16,7,8,206,
"8105605",18,12,4,0,3,0,0,327,0,52,22,34,470,
"8105601",47,8,10,0,4,0,5,351,0,31,36,30,518,
"8105603",39,16,8,0,0,0,0,258,0,75,27,22,445,
"8105607",19,0,5,0,0,0,0,302,0,12,13,21,377,
"8111303",5,0,0,0,0,0,0,0,0,4,5,0,14,
"8104425",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104411",40,5,12,0,4,0,3,199,0,36,28,31,351,
"8104413",17,8,29,4,0,3,20,209,0,34,5,24,352,
"8104405",33,17,20,17,0,0,9,274,0,16,13,57,453,
"8104404",43,9,24,11,16,0,0,361,0,43,20,57,594,
"8104409",37,5,19,9,3,0,10,186,0,31,4,29,346,
"8101304",19,0,7,0,0,0,0,238,0,10,10,5,298,
"8101302",36,11,6,0,8,8,0,278,0,112,65,52,567,
"8101310",6,0,0,0,0,0,0,212,0,0,14,7,247,
"8101303",14,6,5,0,0,3,0,335,0,4,0,10,376,
"8101307",16,5,3,0,5,0,0,141,0,5,16,15,208,
"8101305",10,0,0,0,0,0,0,363,0,11,9,9,401,
"8101306",21,4,0,0,0,0,0,273,0,20,8,18,341,
"8101308",10,3,8,0,0,0,0,262,0,6,4,14,300,
"8101309",0,0,0,0,0,0,0,4,0,0,0,0,4,
"8101301",13,4,4,0,0,0,0,148,0,21,4,22,218,
"8101404",22,0,5,4,0,0,0,373,0,35,35,24,509,
"8101406",7,0,0,0,0,0,0,189,0,23,21,15,259,
"8101402",16,0,7,0,0,0,0,365,0,6,41,36,474,
"8101403",19,3,5,0,0,0,4,463,0,28,12,43,576,
"8101407",37,7,0,0,0,0,0,446,0,29,42,42,610,
"8101405",18,6,3,0,0,0,0,291,0,11,28,25,379,
"8101401",5,9,0,4,0,0,0,214,0,7,9,10,267,
"8109404",39,14,7,0,0,0,0,465,0,33,33,33,614,
"8109405",22,0,5,0,0,0,5,416,0,13,16,35,516,
"8109406",31,5,3,3,4,0,0,329,0,42,18,39,483,
"8109403",4,0,4,0,0,0,0,171,0,10,9,23,221,
"8109401",14,0,0,0,0,0,0,339,0,5,27,30,413,
"8109407",4,8,0,0,0,0,0,290,0,4,11,24,347,
"8101511",5,0,0,0,0,0,8,174,0,0,19,13,219,
"8101505",29,4,5,0,0,0,0,402,0,10,28,41,520,
"8101506",24,4,0,0,0,0,0,221,0,25,12,19,309,
"8101515",19,3,8,0,0,5,0,279,0,18,75,35,449,
"8101501",52,8,23,0,0,0,0,419,0,12,20,26,562,
"8101514",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101513",27,10,4,3,0,0,0,132,0,37,24,15,254,
"8101508",20,9,3,0,0,0,0,270,0,6,12,12,326,
"8101510",12,0,4,3,0,0,0,284,0,7,39,27,369,
"8101503",24,0,8,3,0,0,0,243,0,4,17,21,319,
"8101502",9,4,8,0,0,0,0,190,0,3,7,17,243,
"8101509",27,0,5,4,0,0,4,294,0,7,28,32,400,
"8101504",25,0,0,0,0,0,0,287,0,9,7,20,350,
"8101512",6,0,0,0,0,0,0,203,0,14,24,21,281,
"8110301",37,7,8,0,0,0,3,220,0,61,38,15,397,
"8110306",33,3,0,4,4,0,0,435,0,20,61,22,584,
"8110303",17,5,0,0,0,0,0,236,0,13,19,17,315,
"8110307",11,4,14,0,5,0,0,350,0,37,44,27,485,
"8110308",13,0,3,0,0,0,0,138,0,7,20,12,199,
"8110305",7,7,0,0,0,10,0,182,0,23,14,13,259,
"8110302",16,0,5,0,5,0,0,277,0,15,10,20,350,
"8110304",6,0,12,3,0,0,3,330,0,12,14,17,406,
"8103103",0,0,0,0,0,0,0,4,0,0,0,0,5,
"8110401",31,8,9,6,0,0,0,531,0,30,16,17,644,
"8110406",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8110403",8,7,4,7,0,0,0,339,0,24,12,27,421,
"8110402",19,0,0,3,0,0,3,217,0,34,19,29,328,
"8110404",18,7,0,0,0,0,0,340,0,26,16,13,418,
"8110405",24,4,0,6,0,0,0,420,0,27,27,26,527,
"8108105",10,0,5,3,0,0,0,294,0,15,15,33,374,
"8108112",24,12,0,0,0,3,3,178,0,8,25,38,292,
"8108114",15,9,3,0,0,0,0,154,0,21,14,21,236,
"8108103",23,0,0,0,6,0,0,380,0,3,29,36,478,
"8108108",27,10,4,0,0,0,0,336,0,16,19,42,458,
"8108109",9,0,0,0,0,0,0,294,0,10,12,22,351,
"8108104",19,4,3,0,0,0,0,256,0,0,12,24,319,
"8108101",16,0,8,0,0,0,0,281,0,10,14,41,377,
"8108102",25,0,4,3,0,0,0,211,0,9,22,21,292,
"8108106",14,0,0,0,0,0,0,307,0,7,19,34,384,
"8108111",28,3,3,0,0,0,0,269,0,0,11,19,342,
"8111304",0,0,0,0,0,0,0,10,0,0,0,0,12,
"8111306",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101602",16,0,0,0,3,0,0,145,0,6,6,0,176,
"8101606",14,9,10,5,0,0,0,386,0,34,18,31,506,
"8101615",21,0,7,0,4,0,4,336,0,22,24,24,452,
"8101613",42,5,12,0,0,0,0,229,0,61,32,28,416,
"8101612",26,9,5,0,0,0,0,366,0,28,38,30,504,
"8101616",40,7,22,0,0,0,4,364,0,32,18,22,505,
"8101603",16,4,8,4,0,0,0,341,0,50,21,33,480,
"8101610",11,7,0,0,0,0,0,192,0,11,6,9,240,
"8101605",15,0,4,0,0,0,3,291,0,31,3,32,382,
"8101604",6,0,12,5,0,0,4,299,0,37,16,30,410,
"8101614",13,0,0,0,4,0,0,354,0,11,12,26,422,
"8101619",26,3,5,4,0,0,0,331,0,18,26,25,440,
"8101608",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8101618",23,3,8,0,0,0,0,272,0,26,37,22,393,
"8101607",8,4,3,0,0,0,0,203,0,9,8,21,253,
"8101601",34,4,0,0,0,0,0,307,0,35,21,24,426,
"8101617",3,4,3,0,5,0,0,324,0,25,16,24,411,
"8101609",17,0,5,3,0,0,4,329,0,36,25,31,453,
"8101611",10,7,0,0,6,0,3,291,0,27,18,28,393,
"8108240",3,0,0,0,0,0,0,167,0,11,13,13,203,
"8108219",28,0,0,5,0,0,0,411,0,7,27,36,522,
"8108235",24,0,0,8,0,6,8,434,0,19,35,42,579,
"8108203",17,0,6,0,0,0,0,365,0,14,55,37,493,
"8108207",16,8,4,4,0,0,0,387,0,19,33,35,508,
"8108226",20,4,3,3,0,6,0,310,0,13,26,32,416,
"8108214",4,0,0,0,0,0,0,199,0,3,6,7,220,
"8108225",7,0,0,0,0,0,0,206,0,11,19,37,281,
"8108217",14,8,0,0,0,0,3,311,0,8,16,22,379,
"8108211",7,0,0,0,0,0,5,277,0,6,7,26,330,
"8108210",22,6,0,0,6,0,0,379,0,19,18,24,476,
"8108209",5,0,0,0,0,0,0,215,0,17,12,15,261,
"8108241",11,0,3,0,0,0,4,354,0,11,17,24,423,
"8108215",40,9,5,0,0,0,3,336,0,40,28,34,497,
"8108204",6,5,0,0,0,3,0,279,0,4,17,23,335,
"8108213",37,7,4,0,0,0,0,406,0,21,19,51,547,
"8108227",0,0,0,0,0,0,3,297,0,8,17,31,360,
"8108220",17,0,8,0,0,6,0,328,0,9,28,31,418,
"8108228",4,0,0,0,0,0,0,144,0,0,14,18,190,
"8108230",13,0,5,3,0,0,0,264,0,0,10,18,312,
"8108229",14,5,0,3,0,0,0,401,0,10,23,38,496,
"8108224",15,0,7,0,0,0,0,344,0,18,22,38,447,
"8108233",12,0,0,0,0,0,0,200,0,5,16,20,263,
"8108201",26,0,0,0,0,0,0,223,0,0,22,10,287,
"8108238",15,0,0,0,6,0,0,308,0,4,13,5,356,
"8108232",9,0,0,0,0,0,0,292,0,8,15,5,336,
"8108212",15,3,0,0,0,0,0,325,0,8,14,17,381,
"8108218",11,0,0,0,0,0,0,276,0,8,19,22,334,
"8108236",17,0,7,6,0,0,0,450,0,18,44,40,579,
"8108202",4,0,0,0,0,0,0,185,0,4,6,12,220,
"8108222",17,0,5,0,0,0,0,301,0,15,25,20,388,
"8108231",5,4,4,0,0,0,0,278,0,3,15,18,334,
"8108223",4,10,0,0,0,0,0,205,0,6,18,22,268,
"8108208",11,0,4,0,0,5,0,167,0,0,16,18,222,
"8108221",15,0,0,0,0,0,0,254,0,6,18,30,321,
"8108237",6,3,0,0,0,0,0,376,0,10,14,13,424,
"8108216",10,0,7,0,0,0,0,280,0,4,31,33,369,
"8108234",8,0,0,0,0,0,0,205,0,3,14,21,258,
"8108205",11,0,10,0,0,0,0,224,0,4,18,19,279,
"8108239",12,0,5,0,0,0,0,243,0,5,17,30,310,
"8108206",3,0,4,0,0,0,0,233,0,5,6,26,281,
"8113103",113,27,33,13,10,0,7,300,4,60,49,32,654,
"8113102",23,4,0,0,0,0,0,171,0,14,23,14,256,
"8113105",139,70,38,20,6,3,3,313,0,77,42,34,751,
"8113107",64,25,23,5,7,0,3,190,0,51,19,11,405,
"8113104",31,15,3,0,0,0,0,77,0,25,4,6,165,
"8113108",70,26,25,13,7,0,4,193,0,49,28,27,452,
"8113106",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8113109",84,35,26,8,12,0,5,182,0,48,64,14,473,
"8101709",15,0,4,0,0,0,0,242,0,17,14,23,304,
"8101707",23,3,5,0,0,0,0,349,0,16,37,31,466,
"8101708",3,0,0,0,0,0,0,148,0,0,18,15,181,
"8101703",27,0,0,0,0,0,0,455,0,25,27,27,568,
"8101705",17,4,9,0,0,0,0,260,0,19,30,25,361,
"8101706",20,6,6,0,0,0,0,472,0,12,31,37,587,
"8101702",33,4,3,0,0,7,0,389,0,16,21,51,521,
"8101704",29,0,5,0,0,0,0,249,0,8,18,32,337,
"8101701",10,0,0,0,0,0,0,245,0,7,13,28,305,
"8105705",36,3,3,0,8,3,4,335,0,21,44,23,482,
"8105704",15,10,9,0,3,0,0,180,0,51,28,13,306,
"8105703",6,3,6,0,0,0,5,212,0,13,23,18,284,
"8105709",45,11,3,4,0,0,0,210,0,94,47,15,432,
"8105702",22,4,10,0,4,0,0,167,0,24,18,22,267,
"8105708",23,19,5,0,0,0,0,302,0,45,33,15,443,
"8105714",25,11,0,0,0,3,0,195,0,16,14,11,274,
"8105706",61,16,9,4,9,6,0,255,0,50,77,14,493,
"8105715",34,5,8,0,4,0,0,106,0,46,18,6,236,
"8105711",107,49,31,19,9,12,0,329,0,190,74,32,857,
"8105713",31,10,0,0,0,5,0,235,0,19,10,24,321,
"8105712",48,18,15,8,0,0,0,153,0,51,41,5,343,
"8105701",39,0,13,9,5,4,11,234,0,32,24,13,379,
"8110505",8,6,6,0,4,0,0,266,0,28,22,23,373,
"8110507",53,8,10,3,3,9,4,326,0,111,91,36,651,
"8110503",25,13,3,0,9,4,0,217,0,54,31,20,369,
"8110506",33,14,11,0,0,0,0,337,0,60,14,24,494,
"8110502",28,8,5,0,0,0,0,402,0,54,57,39,594,
"8110501",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8110504",53,11,14,9,8,0,0,392,3,42,61,18,609,
"8102105",16,13,0,4,0,0,0,570,0,36,32,52,724,
"8102102",14,0,3,5,0,0,0,311,0,16,12,19,387,
"8102103",9,0,3,0,0,0,0,434,0,34,46,17,553,
"8102101",28,0,0,5,3,0,0,447,0,22,47,44,599,
"8102104",19,11,9,0,3,0,3,375,0,11,22,31,476,
"8101802",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8108301",35,11,6,0,3,0,6,394,0,11,25,32,522,
"8108303",18,3,0,0,9,0,0,386,0,3,36,19,477,
"8108302",29,0,8,4,0,0,0,343,0,3,17,31,429,
"8101906",5,0,4,0,11,0,0,212,0,14,8,20,274,
"8101909",14,0,5,0,0,6,0,320,0,12,23,31,409,
"8101908",22,0,3,3,0,0,0,410,0,11,23,34,507,
"8101912",17,0,9,0,0,0,0,270,0,3,18,22,335,
"8101907",39,0,7,0,0,0,0,426,0,15,20,34,549,
"8101910",7,0,8,0,0,0,0,303,0,4,12,36,374,
"8101913",21,5,4,0,0,0,0,289,0,8,25,41,384,
"8101911",22,8,6,0,0,0,0,351,0,22,20,23,440,
"8102006",7,3,3,0,4,0,4,220,0,26,15,26,316,
"8102007",13,0,12,0,0,0,0,248,0,16,11,11,311,
"8102008",22,3,9,0,4,0,7,266,0,50,11,33,407,
"8102003",21,12,9,0,0,0,0,177,0,18,16,27,272,
"8102001",9,0,5,0,0,0,0,231,0,9,6,22,284,
"8102005",43,11,13,4,0,0,0,257,0,43,45,41,458,
"8102002",15,3,3,0,0,0,3,248,0,47,20,29,373,
"8102004",19,0,0,0,0,0,6,205,0,13,10,21,277,
"8111401",24,0,8,0,0,0,3,41,0,7,10,13,100,
"8110607",43,4,0,0,0,3,0,345,0,26,21,23,470,
"8110602",20,12,15,8,0,0,0,394,0,52,11,34,540,
"8110601",40,6,13,0,0,0,0,346,0,45,26,35,521,
"8110603",26,8,3,0,0,0,4,341,0,41,16,29,476,
"8110604",13,0,3,0,0,5,0,159,0,46,11,15,259,
"8110605",37,29,16,4,0,0,0,232,0,126,48,40,542,
"8110606",20,0,13,5,0,0,0,364,0,17,21,7,448,
"8102205",17,14,0,0,0,0,0,431,0,33,27,40,564,
"8102207",20,4,0,0,7,0,0,383,0,20,21,43,492,
"8102208",12,0,7,0,0,0,0,231,0,12,18,4,282,
"8102201",4,0,9,0,0,0,0,152,0,7,22,13,217,
"8102204",24,13,0,3,5,0,0,345,0,50,26,33,497,
"8102202",21,0,4,0,0,0,4,223,0,6,16,9,295,
"8102206",27,4,3,0,0,0,7,254,0,4,20,32,342,
"8102203",31,0,4,0,0,0,0,339,0,27,22,39,461,
"8104503",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104504",0,0,0,0,0,0,0,3,0,0,0,0,3,
"8108405",16,0,0,0,0,0,4,330,0,4,11,32,395,
"8108404",27,7,0,5,0,0,0,250,0,19,18,27,350,
"8108410",3,0,0,5,0,0,0,223,0,14,4,13,272,
"8108414",20,6,3,3,0,0,0,157,0,21,13,17,244,
"8108406",12,0,4,0,0,0,0,197,0,22,5,18,254,
"8108415",17,4,0,0,0,0,0,291,0,15,13,27,367,
"8108417",24,0,0,0,0,0,0,266,0,0,30,23,349,
"8108413",13,0,0,0,0,0,0,196,0,0,0,17,227,
"8108408",15,0,5,0,0,0,0,304,0,14,9,15,364,
"8108418",4,0,7,0,0,0,0,192,0,5,12,15,240,
"8108401",3,0,0,0,0,0,0,175,0,9,7,4,204,
"8108412",28,8,16,0,0,0,3,281,0,22,13,27,394,
"8108407",12,0,9,0,0,0,3,214,0,7,13,17,274,
"8108411",20,0,7,0,0,3,0,294,0,20,5,18,364,
"8108403",12,3,3,0,0,0,0,245,0,5,11,28,301,
"8108402",14,3,0,0,0,0,0,179,0,5,9,15,229,
"8108420",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8106708",23,0,7,6,5,0,5,299,0,30,11,24,412,
"8106709",20,4,3,0,4,3,0,181,0,11,30,22,275,
"8106712",30,9,4,0,0,0,0,269,0,27,22,30,383,
"8106710",26,4,0,5,5,0,0,216,0,36,15,21,322,
"8106701",29,10,8,0,0,0,6,229,0,13,36,28,364,
"8106714",15,0,0,3,0,0,0,182,0,26,13,14,267,
"8106716",22,0,0,0,0,5,0,173,0,4,19,17,235,
"8106707",37,3,13,4,4,0,0,123,0,37,44,8,275,
"8106719",69,17,15,17,10,0,4,209,0,33,25,17,414,
"8106713",7,0,9,0,14,0,3,227,0,25,19,22,335,
"8106718",11,0,5,0,0,0,0,29,0,0,212,0,260,
"8106715",16,14,9,3,0,0,0,260,0,38,38,8,389,
"8106703",15,0,0,0,0,0,0,226,0,5,15,15,279,
"8106704",19,6,10,0,4,0,0,199,0,27,43,28,335,
"8106706",22,9,8,6,8,0,0,257,0,37,42,44,421,
"8106705",25,8,0,0,0,0,0,243,0,25,34,23,356,
"8106702",21,0,8,3,0,0,0,173,0,15,33,10,272,
"8106717",40,7,0,3,0,4,0,218,0,48,37,23,383,
"8104628",27,3,0,0,0,0,0,274,0,9,14,25,356,
"8104636",17,3,3,0,0,0,3,218,0,8,24,32,316,
"8104637",25,0,9,4,4,3,0,203,0,11,32,29,316,
"8104617",31,3,0,0,0,0,0,361,0,23,33,45,510,
"8104605",22,0,3,0,6,0,0,169,0,18,7,25,259,
"8104618",25,11,3,0,0,0,0,285,0,0,22,28,384,
"8104622",32,3,3,3,0,0,0,224,0,25,25,44,353,
"8104613",25,9,12,0,0,0,0,307,0,8,9,34,402,
"8104630",10,3,0,0,6,0,0,241,0,3,19,31,317,
"8104616",17,5,0,0,0,0,0,134,0,14,26,20,212,
"8104602",57,7,9,3,0,0,0,238,0,35,47,30,433,
"8104625",49,4,0,7,0,0,0,286,0,20,10,39,423,
"8104604",16,9,0,4,0,0,0,198,0,18,8,25,275,
"8104606",24,3,0,6,7,0,0,228,0,22,31,41,352,
"8104626",36,0,4,0,0,0,0,217,0,24,31,26,340,
"8104635",5,0,0,0,5,0,3,217,0,9,13,25,276,
"8104609",32,3,3,0,0,0,0,188,0,8,19,27,290,
"8104634",37,3,13,3,0,0,0,191,0,14,27,39,329,
"8104601",24,5,12,4,0,0,0,158,0,7,8,15,241,
"8104619",28,10,3,0,3,0,0,235,0,5,22,28,327,
"8104620",24,0,0,0,0,6,0,227,0,13,12,31,316,
"8104627",17,0,8,6,0,0,0,266,0,14,25,45,380,
"8104623",38,6,3,3,4,0,0,380,0,5,30,36,512,
"8104621",24,8,6,0,0,0,3,254,0,16,19,33,362,
"8104614",20,7,5,0,0,0,5,219,0,10,19,26,304,
"8104603",19,0,0,0,0,0,0,208,0,11,5,8,249,
"8104607",9,4,3,0,0,0,0,171,0,6,13,17,224,
"8104629",5,0,0,0,0,0,0,26,0,0,0,0,37,
"8104624",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104719",33,0,3,4,0,0,0,347,0,5,10,12,421,
"8104715",7,9,4,3,0,0,0,237,0,21,14,6,297,
"8104716",24,3,4,0,0,0,3,346,0,7,13,24,429,
"8104711",32,5,7,11,0,0,5,323,0,37,40,36,493,
"8104706",16,3,4,0,0,0,0,246,0,43,18,15,355,
"8104710",23,7,3,4,0,0,0,360,0,8,14,19,434,
"8104703",4,5,0,0,6,0,6,390,0,22,15,23,476,
"8104707",15,0,6,0,3,0,4,125,0,18,8,11,192,
"8104717",10,0,0,4,0,4,0,442,0,26,16,18,525,
"8104702",4,4,14,0,0,0,0,310,0,10,21,12,378,
"8104718",13,7,4,0,0,0,3,407,0,5,47,16,506,
"8104708",17,0,9,0,3,0,3,261,0,19,15,18,338,
"8104709",30,0,5,0,0,0,0,174,0,28,19,25,289,
"8104713",17,0,12,5,0,3,5,343,0,9,20,31,450,
"8104712",23,0,14,0,0,0,0,186,0,29,22,20,296,
"8104701",15,0,0,0,0,3,0,235,0,18,31,13,308,
"8104704",13,0,6,0,0,0,0,187,0,14,14,9,236,
"8104705",12,6,7,0,0,0,0,367,0,11,9,20,440,
"8111301",31,3,0,0,0,0,0,160,0,10,35,13,249,
"8105807",32,20,3,0,3,0,0,415,0,41,15,34,561,
"8105812",35,8,5,0,5,0,7,248,0,45,13,22,382,
"8105811",27,18,7,6,0,0,3,321,0,42,66,17,508,
"8105808",32,15,8,0,0,0,0,349,0,70,22,20,516,
"8105809",17,7,4,0,0,0,0,271,0,11,22,10,339,
"8105802",31,7,15,3,0,0,4,312,0,40,29,29,474,
"8105814",0,0,0,0,0,0,0,3,0,0,0,0,9,
"8105806",23,5,6,3,4,0,0,186,0,46,20,16,306,
"8105804",28,9,5,0,0,0,0,228,0,20,23,18,322,
"8105803",43,15,7,3,4,0,0,197,0,79,29,23,409,
"8105813",68,22,18,8,7,4,7,274,0,80,49,25,557,
"8105801",22,9,5,0,0,3,7,406,0,27,33,30,542,
"8105805",14,4,15,0,0,0,0,187,0,7,7,12,252,
"8105810",24,12,0,0,0,0,5,200,0,32,22,7,303,
"8110702",40,4,5,3,0,0,10,473,0,55,31,26,648,
"8110701",13,5,0,0,0,0,0,264,0,19,37,8,342,
"8108603",13,0,5,4,0,0,0,360,0,10,24,31,439,
"8108601",6,9,3,0,0,0,0,262,0,6,15,19,312,
"8108602",7,0,9,0,0,3,0,192,0,8,25,14,252,
"8108605",16,0,5,0,0,3,0,362,0,17,20,33,458,
"8108604",9,0,4,0,5,0,0,200,0,5,0,10,231,
"8102301",18,11,3,0,0,0,0,381,0,25,19,34,490,
"8102303",39,9,10,0,6,0,7,294,0,80,29,42,510,
"8102307",28,3,10,0,4,5,0,397,0,12,111,7,580,
"8102305",12,0,0,0,0,0,0,248,0,28,19,16,329,
"8102306",15,4,0,6,0,0,0,227,0,33,11,31,335,
"8102304",34,3,4,4,6,0,0,302,0,64,42,37,507,
"8102302",16,4,5,0,0,0,0,160,0,28,14,22,268,
"8104813",22,0,5,0,3,0,0,219,0,12,14,24,294,
"8104801",17,0,0,0,7,3,4,252,0,23,12,19,340,
"8104808",16,4,10,4,0,0,0,280,0,26,12,25,381,
"8104803",39,7,10,0,0,0,5,203,0,13,8,20,302,
"8104809",22,8,5,0,4,0,0,367,0,26,22,20,470,
"8104802",32,5,0,0,0,3,0,376,0,25,21,46,510,
"8104814",21,8,3,0,9,0,0,396,0,27,24,49,536,
"8104811",5,0,3,5,5,0,6,284,0,0,9,18,337,
"8104810",10,0,0,0,3,0,8,254,0,3,12,13,316,
"8104805",32,13,6,0,3,3,0,326,0,41,42,52,507,
"8104804",33,0,8,0,3,0,0,234,0,30,24,40,370,
"8104807",29,0,4,0,5,0,5,229,0,8,41,24,326,
"8104806",13,0,6,0,0,0,0,230,0,9,24,29,313,
"8104812",38,3,5,0,0,0,0,333,0,52,37,44,519,
"8112601",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8106801",0,0,0,0,0,0,0,0,0,0,5,0,4,
"8110806",13,6,0,0,0,0,0,321,0,10,10,15,377,
"8110802",9,4,0,0,0,0,0,183,0,7,8,11,225,
"8110807",36,12,14,0,8,0,0,378,0,44,21,30,544,
"8110804",31,6,5,0,0,0,0,326,0,41,32,34,473,
"8110801",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8110805",19,0,9,0,3,0,0,311,0,13,26,28,416,
"8110803",28,3,10,0,0,3,0,406,0,28,41,20,541,
"8110904",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8110908",27,10,6,6,0,0,0,140,0,127,59,24,395,
"8110907",23,3,8,0,0,0,0,128,0,103,23,28,328,
"8110906",40,14,16,3,0,0,0,161,0,146,32,32,444,
"8110910",28,0,18,0,0,5,7,229,0,69,29,31,417,
"8110911",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8110903",0,0,0,0,0,0,0,4,0,0,0,0,4,
"8110905",9,8,6,0,0,0,0,126,0,49,35,27,258,
"8110914",0,0,0,0,0,0,0,0,0,3,0,0,7,
"8110901",30,10,14,0,0,0,0,109,0,36,33,13,252,
"8110913",19,6,7,0,4,0,0,150,0,27,20,3,229,
"8106909",17,3,8,4,0,0,7,275,0,17,13,9,353,
"8106903",16,3,5,0,0,0,0,266,3,32,10,18,359,
"8106902",28,3,0,0,0,5,0,199,0,36,13,10,290,
"8106904",24,6,4,0,0,0,0,194,0,18,75,32,358,
"8106906",43,13,23,0,6,0,0,366,0,57,59,23,588,
"8106905",54,17,15,5,3,0,0,332,0,70,52,37,586,
"8106907",9,4,16,8,0,0,0,248,0,20,13,14,335,
"8106901",27,4,0,0,3,0,0,201,0,30,14,25,306,
"8106908",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8112704",12,3,0,5,0,0,0,198,0,34,24,6,277,
"8112703",49,8,17,3,0,0,6,304,0,31,32,14,462,
"8112701",11,8,4,0,0,0,0,226,0,30,69,8,343,
"8112702",53,37,9,5,8,0,0,242,0,95,78,28,550,
"8108703",25,3,0,0,0,0,0,466,0,12,22,54,594,
"8108701",15,0,0,5,0,0,0,340,0,0,22,35,429,
"8108707",4,5,0,0,0,0,0,227,0,0,24,9,280,
"8108704",24,0,0,0,0,0,0,190,0,6,14,20,260,
"8108706",19,0,4,3,0,0,0,496,0,15,26,28,591,
"8108705",29,0,3,0,0,0,0,365,0,15,26,41,471,
"8108702",18,0,4,0,0,0,0,304,0,3,19,20,380,
"8109501",16,5,0,0,0,0,0,189,0,8,22,22,255,
"8109508",10,7,3,0,0,0,3,393,0,12,22,46,490,
"8109502",7,3,3,0,0,0,0,271,0,9,16,30,334,
"8109504",13,0,0,0,4,0,0,304,0,0,29,15,363,
"8109505",12,0,4,0,0,0,0,355,0,23,28,39,461,
"8109507",32,5,15,0,3,0,0,279,0,3,18,30,378,
"8109506",32,0,8,0,0,0,0,209,0,14,15,26,307,
"8109509",11,4,0,3,0,0,0,263,0,9,25,24,342,
"8109503",8,10,0,0,0,0,0,186,0,12,17,25,250,
"8112801",0,0,0,0,0,0,0,0,0,0,0,0,0,
"8102406",26,5,5,0,0,0,0,294,0,15,28,24,404,
"8102405",17,0,0,0,0,0,0,205,0,16,9,25,276,
"8102407",25,0,0,5,0,0,0,161,0,41,35,30,302,
"8102408",24,3,9,0,0,0,0,357,0,44,29,51,519,
"8102402",43,3,7,0,0,0,0,376,0,37,31,43,553,
"8102401",6,6,3,0,4,0,0,159,0,16,29,27,248,
"8102404",15,6,0,0,4,0,0,184,0,12,13,24,258,
"8102403",17,0,0,7,4,0,0,267,0,21,23,30,375,
"8102504",25,4,8,0,0,0,11,406,0,5,29,52,543,
"8102501",17,0,0,0,0,0,0,242,0,4,36,25,320,
"8102506",28,5,0,0,0,4,0,420,0,15,35,43,546,
"8102502",21,5,4,0,0,0,0,332,0,14,21,30,424,
"8102503",22,4,3,0,0,0,0,397,0,10,15,26,479,
"8102505",5,5,0,4,3,0,0,227,0,3,0,21,273,
"8109603",9,8,10,0,0,0,4,445,0,16,33,31,566,
