Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SA1 (UR) by OCCP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"OCCP - 1 Digit Level","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"8105603",29,87,21,28,22,15,4,20,5,0,210,445,
"8105607",48,70,13,13,24,8,0,3,0,0,196,377,
"8111303",4,0,0,0,0,0,0,0,0,0,9,14,
"8104425",0,0,0,0,0,0,0,0,0,0,0,0,
"8104411",37,57,15,25,19,15,4,6,3,0,173,351,
"8104413",54,58,9,18,26,12,5,0,8,0,160,352,
"8104405",35,92,17,22,38,19,0,8,7,0,207,453,
"8104404",66,98,31,33,57,27,0,16,3,0,275,594,
"8104409",31,65,16,20,32,11,0,7,0,0,159,346,
"8101304",32,43,5,7,19,6,0,3,6,0,162,298,
"8101302",13,59,30,50,42,24,18,30,3,0,307,567,
"8101310",17,38,11,3,16,5,0,3,4,4,146,247,
"8101303",36,80,5,20,27,13,0,11,10,0,183,376,
"8101307",17,48,13,8,15,3,0,0,0,0,98,208,
"8101305",40,67,21,14,24,19,3,4,0,0,196,401,
"8101306",27,62,10,18,18,7,0,0,0,0,197,341,
"8101308",49,48,9,12,21,12,0,10,4,0,150,300,
"8101309",0,0,0,0,0,0,0,0,0,0,0,4,
"8101301",23,33,12,15,10,5,6,4,0,0,113,218,
"8101404",35,65,26,37,53,17,5,13,8,0,254,509,
"8101406",18,37,18,22,16,9,4,10,0,0,129,259,
"8101402",34,59,32,24,30,9,8,14,4,0,257,474,
"8101403",40,62,37,31,45,17,14,18,8,0,299,576,
"8101407",48,68,32,42,47,20,14,24,6,0,304,610,
"8101405",24,49,21,15,32,14,7,11,0,0,203,379,
"8101401",16,30,17,7,12,10,4,11,4,0,149,267,
"8109404",55,120,21,20,57,16,10,12,4,0,298,614,
"8109405",43,84,23,20,39,17,3,0,7,0,283,516,
"8109406",34,66,27,14,42,14,4,19,10,3,239,483,
"8109403",25,26,15,8,21,6,0,3,0,0,119,221,
"8109401",34,74,20,21,37,9,4,9,0,0,208,413,
"8109407",37,54,22,16,33,12,6,11,3,0,159,347,
"8101511",12,30,6,3,21,4,10,3,0,0,129,219,
"8101505",38,49,44,26,43,21,11,11,4,0,271,520,
"8101506",12,54,19,20,35,9,8,9,0,0,148,309,
"8101515",15,33,17,16,21,4,9,10,3,0,315,449,
"8101501",35,75,28,26,59,11,5,11,8,0,312,562,
"8101514",0,0,0,0,0,0,0,0,0,0,0,0,
"8101513",19,42,15,20,27,12,6,8,0,0,97,254,
"8101508",23,40,23,27,27,10,7,12,0,0,152,326,
"8101510",19,42,24,11,31,16,5,9,0,0,215,369,
"8101503",21,35,30,11,22,8,5,8,3,0,173,319,
"8101502",14,15,22,15,19,12,3,5,3,0,129,243,
"8101509",26,41,29,23,48,14,4,7,0,0,209,400,
"8101504",16,35,25,16,34,9,6,13,7,0,187,350,
"8101512",6,24,16,17,18,20,6,13,0,0,166,281,
"8110301",24,96,13,25,25,12,0,12,10,0,182,397,
"8110306",31,77,9,16,26,11,0,3,0,0,409,584,
"8110303",28,57,9,10,29,12,4,5,0,0,158,315,
"8110307",56,72,11,17,34,12,4,11,0,4,277,485,
"8110308",18,35,0,4,10,0,0,4,0,0,119,199,
"8110305",35,40,4,8,15,0,0,4,3,0,153,259,
"8110302",31,83,8,13,20,7,0,0,0,0,175,350,
"8110304",47,79,8,17,28,14,0,12,4,0,198,406,
"8103103",0,0,0,0,0,0,0,0,0,0,6,5,
"8110401",51,114,21,22,65,18,4,14,15,0,320,644,
"8110406",0,0,0,0,0,0,0,0,0,0,0,0,
"8110403",30,69,17,17,30,7,4,4,8,4,228,421,
"8110402",23,52,6,16,31,11,4,8,4,5,164,328,
"8110404",43,68,9,21,40,10,4,5,0,0,210,418,
"8110405",39,78,17,14,37,11,4,7,4,0,316,527,
"8108105",23,38,30,12,50,23,8,13,0,0,175,374,
"8108112",10,27,16,18,25,12,12,8,5,0,164,292,
"8108114",7,33,16,21,29,11,0,6,0,0,125,236,
"8108103",17,45,35,44,49,20,15,20,0,5,231,478,
"8108108",31,51,35,37,52,13,16,20,4,0,198,458,
"8108109",17,37,27,26,33,15,19,11,0,4,159,351,
"8108104",25,35,26,14,48,17,7,3,4,4,140,319,
"8108101",25,34,23,22,47,5,11,11,6,0,184,377,
"8108102",19,22,17,7,36,17,8,22,0,0,132,292,
"8108106",24,40,26,29,38,11,12,16,8,0,174,384,
"8108111",24,42,25,19,40,23,7,16,3,0,138,342,
"8111304",4,0,3,0,0,0,0,0,0,0,3,12,
"8111306",0,0,0,0,0,0,0,0,0,0,0,0,
"8101602",17,27,13,10,17,7,0,0,0,0,81,176,
"8101606",50,82,19,27,49,17,5,15,3,0,240,506,
"8101615",30,59,19,22,39,20,4,15,6,0,242,452,
"8101613",20,52,14,35,31,15,5,21,4,0,206,416,
"8101612",28,53,26,24,38,22,6,18,4,0,280,504,
"8101616",35,69,19,32,38,25,3,20,8,0,261,505,
"8101603",26,69,27,32,33,12,3,10,10,0,257,480,
"8101610",20,26,21,19,13,13,5,12,3,0,108,240,
"8101605",19,61,35,20,36,17,5,14,6,0,178,382,
"8101604",30,59,25,22,34,11,9,7,11,0,198,410,
"8101614",40,63,19,25,36,15,7,9,3,0,209,422,
"8101619",32,71,23,37,47,23,8,7,5,0,193,440,
"8101608",0,0,0,0,0,0,0,0,0,0,0,0,
"8101618",18,67,27,24,36,8,5,11,9,0,195,393,
"8101607",20,31,12,10,24,12,3,3,0,0,138,253,
"8101601",34,47,24,27,45,13,0,14,3,0,224,426,
"8101617",31,51,29,25,33,23,4,11,3,0,199,411,
"8101609",33,64,29,28,41,15,3,15,0,0,219,453,
"8101611",30,50,10,11,29,21,5,4,5,0,224,393,
"8108240",17,30,15,10,18,3,4,9,0,0,98,203,
"8108219",38,61,36,46,42,17,11,11,6,0,249,522,
"8108235",38,75,38,28,35,15,4,22,4,0,317,579,
"8108203",13,39,34,28,31,11,11,12,3,0,309,493,
"8108207",38,49,32,34,50,17,12,8,8,0,265,508,
"8108226",31,49,30,15,29,9,5,9,7,0,227,416,
"8108214",14,35,14,11,20,8,0,3,4,0,104,220,
"8108225",17,34,14,6,20,10,3,7,6,0,158,281,
"8108217",31,55,21,30,31,14,3,6,5,0,184,379,
"8108211",11,49,14,15,32,13,11,9,3,0,166,330,
"8108210",32,77,27,22,41,17,0,11,0,0,244,476,
"8108209",12,30,15,9,19,8,8,8,3,5,138,261,
"8108241",29,51,6,19,41,25,10,18,3,0,219,423,
"8108215",26,72,21,35,58,12,7,19,6,0,240,497,
"8108204",26,50,12,22,27,15,0,3,5,0,171,335,
"8108213",39,73,30,31,47,16,4,14,4,0,289,547,
"8108227",13,64,15,24,40,9,10,20,3,0,176,360,
"8108220",32,60,12,19,30,14,4,9,0,5,241,418,
"8108228",13,18,11,6,24,3,4,8,4,0,103,190,
"8108230",25,41,18,20,22,10,0,9,4,0,166,312,
"8108229",32,72,17,24,36,20,10,17,4,6,255,496,
"8108224",31,46,33,26,45,17,8,13,7,0,224,447,
"8108233",14,26,22,12,33,14,6,7,0,0,125,263,
"8108201",12,24,28,17,32,7,7,6,0,0,149,287,
"8108238",45,66,11,17,25,11,3,9,3,0,164,356,
"8108232",34,65,5,21,37,17,0,6,11,0,143,336,
"8108212",33,57,22,22,30,8,5,10,5,0,192,381,
"8108218",30,37,16,15,36,10,0,3,3,0,188,334,
"8108236",34,69,26,22,43,14,7,12,8,3,339,579,
"8108202",18,34,11,8,19,5,6,8,0,0,114,220,
"8108222",33,45,29,20,35,9,5,11,4,0,192,388,
"8108231",29,24,15,25,44,11,8,12,6,0,162,334,
"8108223",17,31,30,10,16,10,5,3,0,4,148,268,
"8108208",14,35,9,11,14,8,3,0,0,0,116,222,
"8108221",25,43,17,19,28,15,8,7,5,0,160,321,
"8108237",47,68,9,31,44,16,0,6,3,0,195,424,
"8108216",19,46,23,17,44,9,7,10,4,0,184,369,
"8108234",17,34,14,25,20,11,4,9,0,0,124,258,
"8108205",23,24,25,19,23,9,4,7,3,5,136,279,
"8108239",21,41,12,16,29,9,3,8,8,0,166,310,
"8108206",17,37,27,6,21,13,0,14,5,0,145,281,
"8113103",89,224,25,32,59,16,5,7,12,0,186,654,
"8113102",25,33,5,8,14,9,4,8,3,0,139,256,
"8113105",117,282,20,53,84,19,4,7,0,0,163,751,
"8113107",55,131,9,4,45,6,3,3,4,4,138,405,
"8113104",23,59,3,8,24,3,0,0,4,0,39,165,
"8113108",51,143,18,24,33,10,0,6,9,0,163,452,
"8113106",0,0,0,0,0,0,0,0,0,0,0,0,
"8113109",58,182,14,19,31,10,0,0,11,0,141,473,
"8101709",22,38,20,15,31,7,0,6,6,0,157,304,
"8101707",27,51,33,25,32,9,9,23,10,3,238,466,
"8101708",17,18,11,12,12,0,4,7,0,0,104,181,
"8101703",39,69,43,40,53,26,12,21,6,0,269,568,
"8101705",27,44,26,25,30,12,3,13,5,0,182,361,
"8101706",41,74,47,32,68,25,13,24,9,3,259,587,
"8101702",33,58,37,37,43,8,10,13,10,5,280,521,
"8101704",22,43,23,19,34,9,5,12,0,0,169,337,
"8101701",23,40,8,16,19,11,4,10,3,4,168,305,
"8105705",30,75,18,10,30,11,4,11,9,0,284,482,
"8105704",20,54,13,10,17,7,0,12,0,0,166,306,
"8105703",17,43,11,9,19,5,6,10,0,0,168,284,
"8105709",24,90,11,33,24,11,10,34,6,0,188,432,
"8105702",26,53,9,16,22,6,0,8,0,0,132,267,
"8105708",34,106,11,17,34,13,0,8,0,4,225,443,
"8105714",20,65,10,18,13,11,3,3,4,0,129,274,
"8105706",20,84,3,16,38,9,4,7,0,3,308,493,
"8105715",14,60,6,25,20,9,3,9,0,0,89,236,
"8105711",89,226,58,45,74,32,7,30,11,3,279,857,
"8105713",32,54,7,13,22,8,4,3,9,0,166,321,
"8105712",22,93,21,23,23,7,0,9,4,0,128,343,
"8105701",50,60,9,22,41,5,4,0,4,0,188,379,
"8110505",35,61,13,15,17,11,0,10,3,0,206,373,
"8110507",32,67,33,43,45,18,6,51,9,4,351,651,
"8110503",25,54,33,20,28,12,12,14,0,0,164,369,
"8110506",43,79,29,21,35,13,5,10,6,0,256,494,
"8110502",45,73,29,42,35,12,5,17,7,0,332,594,
"8110501",0,0,0,0,0,0,0,0,0,0,0,0,
"8110504",41,84,17,30,46,10,3,11,4,0,365,609,
"8102105",72,111,42,19,59,28,8,20,12,0,360,724,
"8102102",29,46,23,22,30,22,9,28,5,0,175,387,
"8102103",50,72,32,33,44,20,6,14,4,0,284,553,
"8102101",38,74,32,28,43,18,14,10,7,3,333,599,
"8102104",44,77,32,20,59,12,4,26,0,0,204,476,
"8101802",0,0,0,0,0,0,0,0,0,0,0,0,
"8108301",57,100,21,30,52,17,5,15,3,3,212,522,
"8108303",44,56,43,30,48,14,17,6,6,0,215,477,
"8108302",44,55,26,28,55,10,10,16,7,0,180,429,
"8101906",25,32,16,14,28,14,4,13,0,0,132,274,
"8101909",26,56,26,23,41,14,9,10,3,0,209,409,
"8101908",29,83,26,28,34,13,7,14,5,3,270,507,
"8101912",17,32,20,14,37,20,3,7,4,0,171,335,
"8101907",25,71,28,27,58,12,13,18,7,0,289,549,
"8101910",18,44,23,15,44,17,16,9,7,0,185,374,
"8101913",18,41,26,12,30,18,11,18,6,0,205,384,
"8101911",11,54,40,17,51,23,13,22,6,0,209,440,
"8102006",23,55,11,13,14,12,5,10,4,3,165,316,
"8102007",24,53,15,21,16,10,5,11,0,0,158,311,
"8102008",24,90,21,23,28,15,3,7,10,0,188,407,
"8102003",19,46,11,14,15,17,0,3,0,0,160,272,
"8102001",25,54,14,21,19,13,0,10,5,0,123,284,
"8102005",29,88,15,28,40,8,6,9,7,3,223,458,
"8102002",31,44,13,14,19,14,5,9,3,4,224,373,
"8102004",21,41,17,15,20,8,5,4,0,0,142,277,
"8111401",8,13,5,11,14,6,0,4,0,0,37,100,
"8110607",43,75,23,21,38,15,3,7,5,0,232,470,
"8110602",44,93,28,29,55,15,5,15,4,0,247,540,
"8110601",35,94,19,21,50,21,6,11,0,0,268,521,
"8110603",42,74,23,25,38,13,5,21,6,0,234,476,
"8110604",24,35,4,10,18,7,5,0,3,0,151,259,
"8110605",25,83,45,60,28,29,10,36,9,0,213,542,
"8110606",37,58,11,9,28,13,0,0,7,0,280,448,
"8102205",35,76,37,21,37,17,9,23,3,0,297,564,
"8102207",22,60,18,25,39,17,9,17,12,0,266,492,
"8102208",25,39,18,9,26,14,8,4,0,0,134,282,
"8102201",10,36,8,12,23,6,3,0,4,0,119,217,
"8102204",32,60,32,27,42,25,5,21,5,0,248,497,
"8102202",26,32,9,9,28,5,0,0,3,0,166,295,
"8102206",26,56,14,17,14,9,3,4,8,0,189,342,
"8102203",28,59,28,21,37,19,0,16,10,0,247,461,
"8104503",0,0,0,0,0,0,0,0,0,0,0,0,
"8104504",0,0,4,0,0,0,0,0,0,0,0,3,
"8108405",27,70,25,17,42,10,0,8,0,0,188,395,
"8108404",31,53,17,15,54,11,0,11,0,0,164,350,
"8108410",20,41,14,19,28,13,4,5,0,0,122,272,
"8108414",14,40,10,18,29,7,5,6,0,0,106,244,
"8108406",23,28,24,10,27,3,8,13,4,0,119,254,
"8108415",14,37,25,29,40,21,11,11,6,0,175,367,
"8108417",24,25,13,9,32,8,3,6,4,0,215,349,
"8108413",21,27,22,3,31,9,5,7,8,0,98,227,
"8108408",29,52,25,27,38,6,6,7,4,0,164,364,
"8108418",18,33,21,17,23,10,0,13,0,0,102,240,
"8108401",14,30,10,14,22,10,4,15,0,0,90,204,
"8108412",32,55,17,15,32,18,0,11,4,0,209,394,
"8108407",28,35,19,13,31,16,9,5,0,0,116,274,
"8108411",39,64,20,14,42,25,4,4,4,0,154,364,
"8108403",26,42,25,28,35,15,9,3,0,0,136,301,
"8108402",16,35,15,14,18,3,3,8,0,0,113,229,
"8108420",0,0,0,0,0,0,0,0,0,0,0,0,
"8106708",58,82,20,16,20,17,0,0,5,0,187,412,
"8106709",26,30,6,14,15,4,3,8,0,0,159,275,
"8106712",45,74,10,10,26,11,0,3,0,0,209,383,
"8106710",31,60,10,21,24,9,0,4,0,0,158,322,
"8106701",26,67,10,13,20,7,8,8,0,0,197,364,
"8106714",28,59,5,7,14,3,0,3,0,0,148,267,
"8106716",25,33,11,11,18,4,0,9,0,5,108,235,
"8106707",31,56,9,22,26,11,6,7,0,0,110,275,
"8106719",65,116,18,20,43,15,0,7,7,0,119,414,
"8106713",38,68,10,7,20,3,0,3,4,0,186,335,
"8106718",0,0,4,4,0,0,0,0,0,0,245,260,
"8106715",33,67,17,14,28,4,0,8,0,0,202,389,
"8106703",25,49,14,14,21,12,4,5,6,3,139,279,
"8106704",23,59,15,10,26,12,0,6,3,0,180,335,
"8106706",24,70,17,16,24,15,5,13,3,0,228,421,
"8106705",11,45,17,18,21,8,7,13,0,0,205,356,
"8106702",16,24,0,13,23,5,0,0,0,0,180,272,
"8106717",35,81,18,6,36,12,5,9,3,0,177,383,
"8104628",34,32,29,25,27,22,5,17,8,10,157,356,
"8104636",26,36,21,16,32,10,0,18,6,3,146,316,
"8104637",19,33,17,16,37,15,7,9,3,0,153,316,
"8104617",44,77,33,24,52,22,14,8,7,0,240,510,
"8104605",22,39,23,18,27,7,4,15,0,0,113,259,
"8104618",25,45,15,21,29,26,10,13,7,0,194,384,
"8104622",18,46,14,24,38,11,9,13,3,0,187,353,
"8104613",35,48,12,27,38,14,8,15,14,0,178,402,
"8104630",13,43,23,21,30,10,4,9,0,0,161,317,
"8104616",5,17,19,25,17,10,3,5,5,0,106,212,
"8104602",22,65,35,38,50,30,6,3,6,5,177,433,
"8104625",29,61,30,27,49,22,0,11,0,0,182,423,
"8104604",29,29,18,27,17,4,0,10,5,0,124,275,
"8104606",29,40,27,19,39,11,0,10,4,0,169,352,
"8104626",27,34,22,27,41,13,5,7,3,0,161,340,
"8104635",21,38,17,20,30,13,3,11,3,0,125,276,
"8104609",19,36,16,12,30,12,7,7,0,0,149,290,
"8104634",19,47,30,16,32,16,7,4,0,0,150,329,
"8104601",23,34,15,16,29,9,4,3,0,0,106,241,
"8104619",19,44,24,18,35,15,9,9,0,3,165,327,
"8104620",20,36,22,22,30,15,4,18,4,4,144,316,
"8104627",30,38,31,21,37,7,8,15,3,5,180,380,
"8104623",46,65,35,33,51,30,3,18,6,0,214,512,
"8104621",15,56,24,30,37,17,3,19,6,0,157,362,
"8104614",29,38,18,13,29,15,6,8,5,0,144,304,
"8104603",22,33,15,10,21,14,0,11,0,0,113,249,
"8104607",19,34,9,16,31,3,4,12,0,0,86,224,
"8104629",0,6,0,0,0,0,0,0,0,0,29,37,
"8104624",0,0,0,0,0,0,0,0,0,0,0,0,
"8104719",45,58,17,25,53,17,9,15,10,0,177,421,
"8104715",22,42,12,12,35,9,5,3,4,0,148,297,
"8104716",45,53,18,24,46,23,4,9,9,0,211,429,
"8104711",39,76,19,24,59,19,3,13,4,0,238,493,
"8104706",43,49,12,23,36,23,0,7,4,0,163,355,
"8104710",51,63,21,21,57,21,0,9,4,0,196,434,
"8104703",54,76,21,26,50,32,0,17,5,0,189,476,
"8104707",26,36,3,6,21,9,5,6,0,0,74,192,
"8104717",64,84,23,26,50,29,9,16,0,0,233,525,
"8104702",37,55,15,9,32,16,4,7,5,5,194,378,
"8104718",66,79,31,21,43,29,4,9,0,0,224,506,
"8104708",17,47,18,13,33,16,3,8,7,0,177,338,
"8104709",17,27,11,10,25,11,0,9,7,0,171,289,
"8104713",30,59,18,27,45,16,10,14,5,0,236,450,
"8104712",22,35,18,17,29,10,3,12,0,0,154,296,
"8104701",28,55,12,14,28,19,0,10,0,0,132,308,
"8104704",26,40,4,13,22,11,0,13,0,0,107,236,
"8104705",51,60,27,22,45,16,4,6,4,0,196,440,
"8111301",12,23,13,15,16,3,9,9,3,0,142,249,
"8105807",54,109,14,27,37,21,6,7,0,0,294,561,
"8105812",33,79,11,30,36,21,0,13,3,0,162,382,
"8105811",56,106,9,26,30,14,0,10,4,0,258,508,
"8105808",43,126,15,22,39,18,0,14,8,4,224,516,
"8105809",28,73,11,22,20,13,0,7,3,4,173,339,
"8105802",54,93,18,27,26,17,0,8,5,0,230,474,
"8105814",0,0,0,0,0,0,0,0,0,0,7,9,
"8105806",15,61,18,23,14,9,0,15,5,0,156,306,
"8105804",28,57,7,21,19,8,3,3,0,0,164,322,
"8105803",34,100,21,28,28,8,4,19,4,0,167,409,
"8105813",38,167,19,30,48,18,0,17,9,3,209,557,
"8105801",55,102,24,25,24,11,4,17,6,0,276,542,
"8105805",20,58,8,14,23,4,0,0,0,0,128,252,
"8105810",28,68,5,17,20,3,0,10,0,0,137,303,
"8110702",73,125,7,15,58,23,0,8,5,0,324,648,
"8110701",35,43,13,11,16,13,0,4,8,0,199,342,
"8108603",27,47,22,24,51,16,11,6,7,4,233,439,
"8108601",23,35,23,20,32,11,3,9,4,0,149,312,
"8108602",29,33,11,13,19,5,4,7,0,0,109,252,
"8108605",37,64,37,22,39,25,6,15,11,0,210,458,
"8108604",15,31,14,15,29,7,3,13,0,0,112,231,
"8102301",31,86,26,28,26,21,7,15,12,0,246,490,
"8102303",33,86,24,34,30,18,6,21,6,0,247,510,
"8102307",6,27,6,6,9,0,0,8,0,0,515,580,
"8102305",27,40,21,16,17,14,0,16,0,6,166,329,
"8102306",21,40,16,22,29,8,3,6,3,3,178,335,
"8102304",18,75,28,37,45,16,9,19,0,5,253,507,
"8102302",14,44,17,23,10,13,3,0,0,7,138,268,
"8104813",11,42,16,19,29,12,0,6,0,0,158,294,
"8104801",25,57,18,19,32,18,0,12,0,0,146,340,
"8104808",29,56,28,21,32,17,6,18,4,0,168,381,
"8104803",28,60,9,16,33,18,3,11,4,0,117,302,
"8104809",30,66,29,20,42,18,4,21,0,3,229,470,
"8104802",43,65,28,31,57,26,13,22,4,4,219,510,
"8104814",35,74,30,28,51,21,9,17,11,4,248,536,
"8104811",30,57,6,7,33,12,0,8,5,0,170,337,
"8104810",25,40,28,13,37,12,4,10,4,0,136,316,
"8104805",28,64,42,36,40,27,0,19,0,0,250,507,
"8104804",23,49,21,23,34,22,6,11,0,0,191,370,
"8104807",29,47,10,15,26,10,5,10,4,0,166,326,
"8104806",28,41,20,23,33,14,8,14,3,0,134,313,
"8104812",27,77,34,26,46,16,6,23,6,0,253,519,
"8112601",0,0,0,0,0,0,0,0,0,0,0,0,
"8106801",0,0,0,0,0,0,0,0,0,0,5,4,
"8110806",40,73,13,14,27,17,0,4,4,0,189,377,
"8110802",26,32,10,13,11,5,4,6,4,0,114,225,
"8110807",48,94,20,20,45,14,3,7,3,0,288,544,
"8110804",39,70,16,17,48,8,4,12,0,0,261,473,
"8110801",0,0,0,0,0,0,0,0,0,0,0,0,
"8110805",42,69,11,17,25,11,0,9,3,0,224,416,
"8110803",51,85,21,29,39,15,3,16,4,0,275,541,
"8110904",0,0,0,0,0,0,0,0,0,0,0,0,
"8110908",12,115,17,24,19,11,0,27,6,0,166,395,
"8110907",25,73,7,19,25,15,5,11,3,3,126,328,
"8110906",27,126,13,35,36,12,3,33,5,0,153,444,
"8110910",39,107,14,19,30,16,7,12,3,0,167,417,
"8110911",0,0,0,0,0,0,0,0,0,0,0,0,
"8110903",0,0,0,0,0,0,0,0,0,0,0,4,
"8110905",8,39,5,13,12,4,3,13,0,0,160,258,
"8110914",0,0,0,0,0,0,0,0,0,0,3,7,
"8110901",14,57,17,11,18,6,0,5,3,0,128,252,
"8110913",26,45,4,16,29,3,0,0,0,0,97,229,
"8106909",44,67,8,18,19,13,0,3,3,3,179,353,
"8106903",52,83,3,5,26,8,0,4,4,4,169,359,
"8106902",26,37,0,3,12,7,0,6,7,0,195,290,
"8106904",19,49,5,3,16,9,3,6,8,0,239,358,
"8106906",67,109,12,35,35,12,3,12,9,0,296,588,
"8106905",68,80,15,25,45,22,8,11,8,0,303,586,
"8106907",34,66,8,9,27,15,0,0,5,0,175,335,
"8106901",31,54,6,6,20,10,0,0,0,3,165,306,
"8106908",0,0,0,0,0,0,0,0,0,0,0,0,
"8112704",27,57,5,6,17,5,0,8,3,0,140,277,
"8112703",43,122,5,29,34,16,8,8,12,4,191,462,
"8112701",17,31,8,11,15,8,6,11,0,0,239,343,
"8112702",37,109,23,22,50,14,0,27,5,0,271,550,
"8108703",30,58,50,39,66,26,25,30,7,0,267,594,
"8108701",32,31,45,19,36,13,13,23,3,0,213,429,
"8108707",17,26,18,12,23,11,5,14,0,0,144,280,
"8108704",10,27,16,14,26,9,5,20,3,0,133,260,
"8108706",31,47,49,29,74,31,15,27,9,0,276,591,
"8108705",28,43,42,29,50,20,19,27,5,3,222,471,
"8108702",18,35,37,27,56,10,10,17,3,0,170,380,
"8109501",6,39,8,14,12,6,4,8,0,0,156,255,
"8109508",33,74,26,22,43,14,5,17,3,0,259,490,
"8109502",35,58,12,10,27,10,4,6,6,0,171,334,
"8109504",17,38,9,10,35,6,6,12,4,0,223,363,
"8109505",33,61,23,21,33,23,3,17,5,6,249,461,
"8109507",27,50,25,21,29,20,7,6,0,0,190,378,
"8109506",24,46,16,11,25,9,0,8,4,0,166,307,
"8109509",23,48,20,13,27,8,0,11,7,0,182,342,
"8109503",23,36,9,9,16,11,0,8,0,0,139,250,
"8112801",0,0,0,0,0,0,0,0,0,0,0,0,
"8102406",28,51,19,34,40,8,3,3,4,0,202,404,
"8102405",17,49,9,14,15,7,3,4,5,0,152,276,
"8102407",10,19,21,20,30,16,5,33,0,0,141,302,
"8102408",35,56,32,25,50,19,7,14,9,0,275,519,
"8102402",24,80,27,29,41,15,4,9,12,0,315,553,
"8102401",17,29,9,10,27,6,0,4,0,0,140,248,
"8102404",24,27,12,13,20,12,0,4,4,0,143,258,
"8102403",23,41,25,35,33,10,3,10,0,0,185,375,
"8102504",33,54,40,37,46,12,11,20,4,0,284,543,
"8102501",17,26,24,16,27,14,6,5,0,0,192,320,
"8102506",37,66,26,24,40,20,3,14,14,0,297,546,
"8102502",39,42,19,26,50,25,14,17,6,0,193,424,
"8102503",32,64,47,22,49,8,5,7,5,0,232,479,
"8102505",13,38,22,24,27,5,4,4,0,0,132,273,
"8109603",35,71,31,23,44,13,6,11,3,0,321,566,
"8109604",21,47,13,25,34,9,4,6,0,0,363,516,
"8109605",26,37,13,17,23,4,10,13,5,0,182,325,
"8109601",35,50,13,6,36,13,0,6,4,0,212,381,
"8109602",21,41,20,21,38,14,7,11,0,0,174,343,
"8111302",15,7,7,8,15,4,9,15,4,0,195,278,
"8111307",0,3,26,6,0,5,23,23,0,0,118,223,
"8111305",0,5,0,0,0,0,0,0,0,0,30,41,
"8111309",4,3,0,3,0,0,6,0,0,0,8,21,
"8108804",25,45,36,31,51,24,10,14,3,0,153,410,
"8108808",24,38,28,26,39,15,4,8,4,0,137,326,
"8108807",35,40,47,31,49,11,13,15,5,0,215,462,
"8108806",22,20,21,25,43,8,7,20,3,0,145,307,
"8108801",48,55,47,32,65,23,12,19,9,0,205,504,
"8108810",13,21,14,10,13,10,4,8,6,0,104,207,
"8108803",30,45,21,27,44,25,12,14,8,0,148,380,
"8108802",26,38,26,15,27,15,4,12,6,0,128,288,
"8108809",48,65,35,31,75,26,15,21,8,0,236,563,
"8108805",25,32,16,29,27,13,14,15,6,3,174,350,
"8111002",37,57,23,27,38,18,3,8,9,0,232,456,
"8111003",33,44,11,19,10,5,0,3,3,0,114,250,
"8111005",28,50,14,16,19,14,3,3,6,0,139,290,
"8111006",40,57,14,16,17,13,0,10,3,0,141,303,
"8111001",32,84,21,25,38,20,7,11,5,0,245,488,
"8111004",37,57,21,20,38,15,5,11,5,4,218,415,
"8108501",0,0,0,0,0,0,0,0,0,0,0,0,
"8106006",20,112,7,29,40,18,4,8,6,0,196,442,
"8106013",12,36,8,3,13,3,0,3,3,0,66,143,
"8106012",43,141,6,23,35,9,0,8,7,5,175,445,
"8106003",59,206,18,31,49,17,0,13,0,0,165,564,
"8106007",32,68,7,20,21,14,4,5,5,0,161,336,
"8106002",80,172,16,29,62,29,0,20,4,0,337,754,
"8106011",27,62,7,20,15,10,0,0,0,0,114,256,
"8106009",0,3,6,12,0,9,4,48,0,0,167,248,
"8109005",19,52,19,13,30,19,10,9,3,0,194,371,
"8109019",32,57,24,23,46,22,8,13,0,0,268,502,
"8109011",30,90,19,20,43,16,6,9,4,3,233,472,
"8109014",38,43,25,35,40,16,10,11,5,4,261,491,
"8109018",25,50,13,13,37,15,11,6,5,5,174,347,
"8109003",46,84,14,15,48,12,13,6,0,3,230,468,
"8109010",50,77,19,17,46,18,4,16,0,0,275,526,
"8109007",21,29,37,22,37,22,5,13,0,0,241,437,
"8109013",26,49,10,21,28,19,0,12,0,0,137,307,
"8109008",32,68,30,25,44,26,9,16,6,4,215,467,
"8109016",26,66,20,29,63,14,3,18,7,3,245,491,
"8109015",17,34,18,17,30,11,8,14,3,0,157,309,
"8109009",24,37,7,14,34,12,14,13,0,0,155,316,
"8109006",17,49,29,23,26,13,3,8,3,0,173,350,
"8109020",19,28,16,14,33,8,9,11,3,0,155,301,
"8109017",9,10,15,16,24,4,6,8,3,0,87,179,
"8109002",8,20,5,12,21,7,0,9,6,0,74,160,
"8109001",10,29,13,5,16,15,3,9,0,3,117,212,
"8109012",19,47,12,23,28,4,3,10,0,0,121,265,
"8109004",34,77,25,41,69,18,10,10,4,0,254,546,
"8109707",42,64,14,26,26,6,5,14,6,0,208,409,
"8109702",31,71,12,13,43,15,3,5,3,0,205,401,
